kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,domestic remedies at her disposal.,0.0,42#12,3,4,200,234,5,0.3741263747215271
none,effective remedies to be exhausted pursuant to Article 26 (Art.,0.0,42#4,4,13,225,288,10,0.37976017594337463
none,"exhaustion of domestic remedies, as required by Article 26 (Art.",0.0,42#11,3,6,205,269,10,0.37240785360336304
none,"husband, which the applicant's husband joined as a private party.",0.0,42#6,3,5,178,243,10,0.4171799123287201
none,insults so as to enable the Constitutional Court to assume its.,0.0,42#1,2,4,113,176,11,0.32216912508010864
none,"its constant case-law, according to which mere insults as such did not.",0.0,42#10,4,8,224,295,13,0.41267192363739014
none,of domestic remedies under Article 26 (Art.,0.0,42#3,1,10,67,110,7,0.3248252272605896
none,officers in the course of her detention inadmissible in accordance with.,0.0,42#10,3,8,150,222,11,0.34837251901626587
none,officials concerned or filing a civil action for compensation are.,0.0,42#4,3,13,157,223,10,0.3783282935619354
none,"officio, lay any criminal charges against the police officers.",0.0,42#5,3,5,196,258,9,0.33706000447273254
none,"police officers concerned, or filed a civil action for compensation as.",0.0,42#13,2,5,135,206,11,0.38863950967788696
none,properly to reason her constitutional complaint as regards the alleged.,0.0,42#1,1,4,40,111,10,0.2964882254600525
none,prosecution proceedings against the police officers concerned for.,0.0,42#5,1,5,59,125,8,0.3204555809497833
none,recognised rules of international law from exhausting the effective.,0.0,42#12,2,4,130,198,9,0.3199734389781952
none,regard to the criminal proceedings instituted against three police.,0.0,42#6,1,5,38,105,9,0.3644571304321289
none,regards the alleged detrimental consequences of the events for her.,0.0,42#13,3,5,208,275,10,0.3992496132850647
none,"that, before proceedings are brought in an international court, the.",0.0,42#3,3,10,138,206,10,0.34125369787216187
none,"violation of constitutionally guaranteed rights is limited under S. 144.
para.",0.0,42#9,2,6,79,158,11,0.4642716348171234
none,were allegedly made in the course of an official act.,0.0,42#10,7,8,438,491,10,0.4218827188014984
The applicant considers that her ill-treatment amounted to bodily.,The applicant considers that her ill-treatment amounted to bodily.,1.0,42#2,0,2,0,66,10,0.4444359242916107
The applicant considers that her ill-treatment amounted to bodily.,officers upon accusations of ill-treatment raised by the applicant's.,0.9995607733726501,42#6,2,5,107,176,10,0.3708118200302124
The applicant considers that her ill-treatment amounted to bodily.,alleged ill-treatment contrary to Article 3 (Art.,0.9988765120506287,42#4,1,13,16,65,8,0.37750905752182007
The applicant considers that her ill-treatment amounted to bodily.,"insult, or, assuming that the alleged acts had to be prosecuted ex.",0.9743096232414246,42#5,2,5,127,194,12,0.3437974154949188
The applicant considers that her ill-treatment amounted to bodily.,applicant's complaint about the alleged insults committed by police.,0.9684194326400757,42#10,2,8,80,148,9,0.35301926732063293
"In this context, the Commission had.","In this context, the Commission had.",1.0,42#6,0,5,0,36,6,0.3482666015625
"In this context, the Commission had.",state made answerable must have had an opportunity to redress the.,0.9955180287361145,42#3,4,10,208,274,11,0.33605459332466125
"In this context, the Commission had.","law, the applicant could have brought criminal charges against the.",0.9906773567199707,42#13,1,5,66,133,10,0.36088457703590393
"In this context, the Commission had.",circumstance which might have absolved her according to the generally.,0.9299600720405579,42#12,1,4,58,128,10,0.3265395164489746
"In the present case, the applicant did not bring private.","In the present case, the applicant did not bring private.",1.0,42#5,0,5,0,57,10,0.34398123621940613
"In the present case, the applicant did not bring private.","The applicant did not institute civil proceedings either, with.",0.9974943399429321,42#8,0,3,0,63,9,0.3300785720348358
