kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,Everyone arrested or detained in accordance with the provisions of paragraph 1 (c) of this Article (art.,0.0,08#39,4,6,423,527,17,0.36885929107666016
none,Everyone has the right to liberty and security of person.,0.0,08#39,2,6,53,110,10,0.7882600426673889
none,"Furthermore, lawyers and others who acted for the victims of human rights violations were subjected to threats, intimidation and abusive prosecutions and individuals were afraid to pursue domestic remedies because reprisals against complainants were so common.",0.0,08#15,0,1,0,260,36,0.6790598630905151
none,"Furthermore, prompt judicial intervention may lead to the detection and prevention of serious ill treatment, which, as stated above (paragraph 62), is prohibited by the Convention in absolute and non-derogable terms.",0.0,08#50,0,1,0,216,32,0.617803692817688
none,He referred to medical evidence from Dicle University Medical Faculty which showed that he was suffering from a bilateral brachial plexus injury at the time of his admission to hospital (see paragraph 19 above).,0.0,08#69,0,1,0,211,34,0.4930664598941803
none,He submitted that the treatment complained of was sufficiently severe as to amount to torture; it was inflicted with the purpose of inducing him to admit that he knew the man who had identified him.,0.0,08#72,0,1,0,198,35,0.4895625412464142
none,"However, decisions by the administrative councils not to prosecute were always reviewed by the Supreme Administrative Court.",0.0,08#7,0,1,0,124,17,0.45359957218170166
none,"However, the prosecutor chose to make no enquiry as to the nature, extent and cause of these injuries, despite the fact that in Turkish law he was under a duty to investigate (see paragraph 26 above).",0.0,08#29,0,1,0,200,36,0.4281507134437561
none,"I consider that ""where there is doubt"", and especially where there is doubt, domestic remedies must be exhausted as required by the Commission (decision of 14 March 1985, Garcia v. Switzerland, application no.",0.0,08#65,0,3,0,209,33,0.36205142736434937
none,"In addition to the severe pain which it must have caused at the time, the medical evidence shows that it led to a paralysis of both arms which lasted for some time (see paragraph 23 above).",0.0,08#78,0,1,0,189,36,0.5788026452064514
none,"In addition, according to the ""generally recognised rules of international law"" to which Article 26 (art.",0.0,08#81,0,2,0,105,16,0.32496652007102966
none,"In addition, he contended that the conditions in which he was detained (see paragraph 13 above) and the constant fear of torture which he suffered while in custody amounted to inhuman treatment.",0.0,08#73,0,1,0,194,32,0.5606668591499329
none,"In addition, the Government argued that Mr Aksoy could have brought a civil action for damages.",0.0,08#11,0,1,0,95,16,0.459250807762146
none,"In fact, Mr Aksoy could have had recourse to three different types of domestic remedy: a criminal prosecution, a civil action and/or administrative proceedings (see paragraphs 24-28 above).",0.0,08#2,0,1,0,189,30,0.46296849846839905
none,"In order to determine whether any particular form of ill-treatment should be qualified as torture, the Court must have regard to the distinction drawn in Article 3 (art.",0.0,08#75,0,2,0,169,29,0.3907262086868286
none,"In the Court's view, against this background, it is more appropriate to consider this complaint in relation to the more general obligation on States under Article 13 (art.",0.0,08#55,0,5,0,171,28,0.39916861057281494
none,"In the view of the Court this treatment could only have been deliberately inflicted; indeed, a certain amount of preparation and exertion would have been required to carry it out.",0.0,08#76,1,2,258,437,30,0.44482651352882385
none,"In these circumstances, the applicant claimed that he should not be required to pursue domestic remedies before making a complaint to Strasbourg.",0.0,08#16,0,1,0,145,22,0.5291333794593811
none,"In this connection, the Government submitted examples of administrative decisions in which compensation had been awarded in respect of death caused by torture in police custody.",0.0,08#10,0,1,0,177,26,0.5196041464805603
none,"Indeed, under Turkish law the prosecutor was under a duty to carry out an investigation.",0.0,08#57,0,1,0,88,15,0.4124104678630829
none,"It is for the Court to rule whether, inter alia, the States have gone beyond the ""extent strictly required by the exigencies"" of the crisis.",0.0,08#44,0,1,0,140,25,0.4525081217288971
none,It would appear to have been administered with the aim of obtaining admissions or information from the applicant.,0.0,08#77,0,1,0,113,18,0.5177060961723328
none,Judicial control of interferences by the executive with the individual's right to liberty is an essential feature of the guarantee embodied in Article 5 para.,0.0,08#47,0,3,0,158,25,0.4447367489337921
none,"Moreover, the Government have not adduced any detailed reasons before the Court as to why the fight against terrorism in South-East Turkey rendered judicial intervention impracticable.",0.0,08#38,2,3,547,731,27,0.5218195915222168
none,Most of these judgments concerned cases in south-eastern Turkey where acts of terrorism are being committed and where the present case occurred.,0.0,08#64,2,4,345,489,23,0.4620133638381958
none,"Nevertheless, the remedy required by Article 13 (art.",0.0,08#56,0,2,0,53,8,0.31721487641334534
none,The Commission was of the opinion that the applicant had been injured during his time in police custody (see paragraph 23 above).,0.0,08#22,0,1,0,129,22,0.44501301646232605
none,The Court considers that this treatment was of such a serious and cruel nature that it can only be described as torture.,0.0,08#80,0,1,0,120,22,0.5118340849876404
none,"The Court recalls its decision in the case of Brogan and Others v. the United Kingdom (judgment of 29 November 1988, Series A no.",0.0,08#41,0,5,0,129,24,0.3725930452346802
none,The Court recalls that Article 6 para.,0.0,08#58,0,6,0,38,7,0.28165456652641296
none,The Court recalls that the rule of exhaustion of domestic remedies referred to in Article 26 of the Convention (art.,0.0,08#27,0,2,0,116,20,0.35349661111831665
none,"The Court recalls, however, that because of the special circumstances which existed in his case (see paragraph 57 above), Mr Aksoy did not even attempt to make an application before the civil courts.",0.0,08#60,0,1,0,199,33,0.4145074486732483
none,The Court reiterates that it is of the utmost importance for the effective operation of the system of individual petition instituted by Article 25 of the Convention (art.,0.0,08#62,0,2,0,170,28,0.3848801553249359
none,The Court would stress the importance of Article 5 (art.,0.0,08#46,0,2,0,56,10,0.33581891655921936
none,"The Government contended that the rule relating to the exhaustion of domestic remedies was clearly established in international law and in the case-law of the Convention organs,",0.0,08#1,0,1,0,177,28,0.42816969752311707
none,The failure of the prosecutor to start a criminal investigation made it extremely difficult for the applicant to avail himself of any domestic remedy.,0.0,08#18,0,1,0,150,24,0.554411768913269
none,The following examples give a brief summary of some of these decisions.,0.0,08#64,3,4,490,561,12,0.6289166212081909
none,The relevant parts of Article 5 (art.,0.0,08#39,0,6,0,37,7,0.2802177369594574
none,"The rule is based on the assumption, reflected in Article 13 of the Convention (art.",0.0,08#83,0,2,0,84,15,0.3173291087150574
none,There can be no doubt that Article 6 para.,0.0,08#59,0,4,0,42,9,0.3194987177848816
none,"These circumstances alone would have given him cause to feel vulnerable, powerless and apprehensive of the representatives of the State.",0.0,08#25,0,1,0,136,20,0.5099642872810364
none,"These circumstances alone would have given him cause to feel vulnerable, powerless and apprehensive of the representatives of the State.",0.0,08#32,0,1,0,136,20,0.5099642872810364
none,They therefore drew the Court's attention to the existence of an administrative remedy under Article 125 of the Turkish Constitution (see paragraph 27 above).,0.0,08#8,0,1,0,158,24,0.4396849274635315
none,This injury was consistent with Palestinian hanging.,0.0,08#70,0,1,0,52,7,0.4992769658565521
none,"With regard to the first of these options, they submitted that he could have complained about the alleged ill-treatment to the public prosecutor who saw him on 10 December 1992 (see paragraph 18 above).",0.0,08#4,0,1,0,202,35,0.38947078585624695
none,required the applicant to avail himself of all national remedies unless these clearly offered him no chance of success.,0.0,08#3,0,1,0,119,19,0.5624105334281921
none,"the Court considers that in this case insufficient safeguards were available to the applicant,",0.0,08#53,0,1,0,94,14,0.5091351866722107
who was detained over a long period of time.,who was detained over a long period of time.,1.0,08#51,0,1,0,44,9,0.4137687683105469
who was detained over a long period of time.,"This period is exceptionally long, and left the applicant vulnerable not only to arbitrary interference with his right to liberty but also to torture (see paragraph 64 above).",0.999308705329895,08#38,1,3,371,546,28,0.5900116562843323
who was detained over a long period of time.,5) to the extent that individuals suspected of terrorist offences were allowed to be held for up to seven days without judicial control.,0.9992813467979431,08#49,1,2,242,378,23,0.4882369637489319
who was detained over a long period of time.,"62), that a period of detention without judicial control of four days and six hours fell outside the strict constraints as to time permitted by Article 5 para.",0.995387852191925,08#41,2,5,150,309,28,0.3949180841445923
who was detained over a long period of time.,"It clearly follows that the period of fourteen or more days during which Mr Aksoy was detained without being brought before a judge or other judicial officer did not satisfy the requirement of ""promptness"".",0.9854898452758789,08#37,0,1,0,206,34,0.4742550551891327
"Nonetheless, Contracting Parties do not enjoy an unlimited discretion.","Nonetheless, Contracting Parties do not enjoy an unlimited discretion.",1.0,08#43,0,1,0,70,9,0.5356519818305969
"Nonetheless, Contracting Parties do not enjoy an unlimited discretion.",26) must be applied with some degree of flexibility and without excessive formalism.,0.9758899807929993,08#24,1,2,53,137,13,0.5664995908737183
"Nonetheless, Contracting Parties do not enjoy an unlimited discretion.",25) that applicants or potential applicants are able to communicate freely with the Commission without being subjected to any form of pressure from the authorities to withdraw or modify their complaints,0.928759753704071,08#62,1,2,171,373,31,0.4865173399448395
Such investigations as were carried out were biased and inadequate.,Such investigations as were carried out were biased and inadequate.,1.0,08#87,0,1,0,67,10,0.7001058459281921
Such investigations as were carried out were biased and inadequate.,"Accordingly, in view in particular of the lack of any investigation, the Court finds that the applicant was denied an effective remedy in respect of his allegation of torture.",0.9969423413276672,08#54,0,1,0,175,29,0.5068150162696838
Such investigations as were carried out were biased and inadequate.,Prosecutors in the state of emergency region routinely failed to open investigations into alleged abuses of human rights and frequently refused even to acknowledge complaints.,0.9734251499176025,08#86,0,1,0,175,25,0.5973851084709167
