kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",0.0,24#36,0,1,0,205,35,0.567365825176239
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0.0,24#20,0,1,0,171,28,0.46768251061439514
none,"Nor does the Court offer one, its decision on this crucial point being unsupported by any argument.",0.0,24#44,0,1,0,99,17,0.48773956298828125
none,Reservations of a general character shall not be permitted under this Article (art.,0.0,24#13,0,2,0,83,13,0.37228211760520935
none,"See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.",0.0,24#47,0,9,0,106,21,0.41165852546691895
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0.0,24#7,0,1,0,168,33,0.5672547817230225
none,The Constitutional Court is not such a body.,0.0,24#23,0,1,0,44,8,0.3582516014575958
none,The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art.,0.0,24#19,0,3,0,74,13,0.36618393659591675
none,The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.0,24#16,0,5,0,144,26,0.3407524526119232
none,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.0,24#28,0,3,0,139,20,0.3701765835285187
none,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 21 above).",0.0,24#34,0,1,0,228,36,0.47528737783432007
none,"There could be no doubt that by the reference in that reservation to ""measures for the deprivation of liberty"" the Austrian Government had meant to include proceedings resulting in such measures.",0.0,24#5,0,1,0,195,31,0.4026286005973816
none,"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",0.0,24#4,0,1,0,168,26,0.5793219804763794
none,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",0.0,24#27,0,1,0,111,21,0.4911387264728546
none,They differ in certain essential respects from those in issue in the Chorherr case.,0.0,24#18,0,1,0,83,14,0.5478343367576599
none,This is moreover reflected in the terminology employed.,0.0,24#1,0,1,0,55,8,0.574158787727356
none,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.0,24#45,0,1,0,94,17,0.41225144267082214
none,"This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court.",0.0,24#33,0,1,0,190,29,0.4406992495059967
none,Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,0.0,24#2,0,1,0,142,13,0.4340493977069855
My main objection to this paragraph is the following.,My main objection to this paragraph is the following.,1.0,24#40,0,1,0,53,9,0.4014820456504822
My main objection to this paragraph is the following.,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0.9694610834121704,24#15,0,1,0,128,20,0.6082231402397156
My main objection to this paragraph is the following.,Any reservation made under this Article (art.,0.9674611687660217,24#14,0,2,0,45,7,0.2947230339050293
