kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"In the present case, the Commission notes that none of these complaints has been raised either formally or even in substance during the proceedings before the Court of Cassation.",0.0,00#24,0,1,0,178,29,0.4796408712863922
none,"On this point, the Commission refers to its constant case-law (see, for example, No.",0.0,00#19,0,3,0,84,15,0.29875192046165466
none,"On this point, the Commission refers to its constant case-law (see, for example, No.",0.0,00#23,0,3,0,84,15,0.29875192046165466
none,The Commission concludes that the applicant has complied with the requirements of Article 26 (Art.,0.0,00#39,0,2,0,98,15,0.38143616914749146
none,The Commission notes that the applicant's conviction involved his writings.,0.0,00#41,0,1,0,75,10,0.4239771366119385
none,"The Government next submits, in respect of Article 26 (Art.",0.0,00#47,0,2,0,59,10,0.3203360140323639
none,"The applicant does not dispute the existence of a legal basis for his conviction, but he maintains that the conviction and punishment inflicted upon him were without any legitimate purpose",0.0,00#42,0,1,0,188,30,0.5293758511543274
none,The applicant further complains of the attitude of some of the judges,0.0,00#10,0,1,0,69,12,0.4055953621864319
none,The applicant next complains under Article 6 para.,0.0,00#8,0,3,0,50,8,0.3568436801433563
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court,0.0,00#5,0,1,0,188,31,0.49693065881729126
none,The applicant was not detained on remand prior to his trial and the judicial control of the lawfulness of his subsequent detention after conviction was provided by the first instance court (cf.,0.0,00#6,0,5,0,193,32,0.44368961453437805
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0.0,00#15,0,1,0,127,20,0.42955073714256287
none,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question.",0.0,00#22,0,1,0,127,20,0.42955073714256287
none,"Therefore, ""he provided the national courts with the opportunity which is in principle intended to be afforded to Contracting States by Article 26 (Art.",0.0,00#50,0,5,0,152,24,0.44781655073165894
none,These complaints cannot therefore be regarded as manifestly ill-founded within the meaning of Article 27 para.,0.0,00#40,0,3,0,110,18,0.5093377232551575
none,and of not having received a written copy of the first instance judgment in time for the preparation of his appeal.,0.0,00#11,0,1,0,115,21,0.43070900440216064
none,"because at no time at first instance, on appeal or in cassation did the applicant raise the issues under the Convention, even in substance.",0.0,00#46,0,1,0,139,24,0.4293931722640991
none,because of his detention.,0.0,00#37,0,1,0,25,4,0.3650154769420624
none,"in that , allegedly, insufficient reasons were given by the courts to justify his conviction.",0.0,00#9,0,1,0,93,14,0.4906260669231415
none,"on 27 September 1991, which is more than six months after the date on which the final decision regarding the applicant's case was given by the Court of Cassation on 15 February 1991.",0.0,00#30,0,1,0,182,33,0.4840399920940399
none,under the Convention and alleges that they constituted a kind of reprisal for his assertion of his Turkish ethnic origin.,0.0,00#43,0,1,0,121,20,0.3843695819377899
Everyone has the right to the freedom of expression.,Everyone has the right to the freedom of expression.,1.0,00#27,0,1,0,52,9,0.7578690052032471
Everyone has the right to the freedom of expression.,This right shall include freedom to hold opinions and to receive and impart information and ideas without interference by public authorities and regardless of frontiers,0.9997134804725647,00#28,0,1,0,168,25,0.680515706539154
Everyone has the right to the freedom of expression.,The Commission considers that this indicates an issue falling within the scope of freedom of expression.,0.999708354473114,00#34,0,1,0,104,16,0.5650116801261902
Everyone has the right to the freedom of expression.,The Commission considers that this indicates an issue falling within the scope of freedom of expression.,0.999708354473114,00#38,0,1,0,104,16,0.5650116801261902
Everyone has the right to the freedom of expression.,He stresses the key role played by freedom of expression in a democratic society.,0.9996912479400635,00#45,0,1,0,81,14,0.6467739343643188
Everyone has the right to the freedom of expression.,1 (P1-3) provides for free elections under conditions which will ensure the free expression of the opinion of the people in the choice of the legislature.,0.9996751546859741,00#36,1,2,26,180,27,0.46882450580596924
Everyone has the right to the freedom of expression.,In claiming a right to use these terms the applicant was formulating a complaint which was linked to the alleged violation of Article 10 (Art.,0.9991927742958069,00#35,0,2,0,142,25,0.48429521918296814
Everyone has the right to the freedom of expression.,"8, 10, 11, 14) of the Convention, which guarantee these freedoms and prohibit discrimination respectively.",0.9991014003753662,00#26,1,2,43,149,15,0.38835281133651733
Everyone has the right to the freedom of expression.,"The Commission finds that the applicant was deprived of his liberty ""after conviction by a competent court"" within the meaning of Article 5 para.",0.9989650249481201,00#3,0,3,0,145,24,0.4802142381668091
Everyone has the right to the freedom of expression.,Under the terms of Article 26 (Art.,0.9987492561340332,00#13,0,2,0,35,7,0.29538068175315857
Everyone has the right to the freedom of expression.,Under the terms of Article 26 (Art.,0.9987492561340332,00#16,0,2,0,35,7,0.29538068175315857
Everyone has the right to the freedom of expression.,Under the terms of Article 26 (Art.,0.9987492561340332,00#20,0,2,0,35,7,0.29538068175315857
Everyone has the right to the freedom of expression.,The Commission observes that Article 26 (Art.,0.9952468276023865,00#32,0,2,0,45,7,0.25231507420539856
Everyone has the right to the freedom of expression.,"He invokes Articles 9, 10, 11 and 14 (Art.",0.9779896140098572,00#26,0,2,0,42,9,0.2957626283168793
Everyone has the right to the freedom of expression.,The Commission also finds no evidence in the case to suggest an infringement of paragraphs 3 and 4 of Article 5 (Art.,0.907647967338562,00#4,0,2,0,117,22,0.4406846761703491
