kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"Furthermore, members of a body could by reason of their joint decisions and actions be found guilty if they had thereby knowingly committed acts which amounted to an offence.",0.0,21#11,0,1,0,174,29,0.6130298972129822
none,"He had considered, having regard to the circumstances and complexity of the case, that this could only be determined in the course of the preliminary investigations.",0.0,21#15,0,1,0,165,26,0.45844003558158875
none,"In all cases before the Court, what is in issue is the international responsibility of the State",0.0,21#20,0,1,0,96,17,0.43459898233413696
none,"In the light of the above, the Court is not persuaded that the conduct for which the applicant was prosecuted constituted a criminal offence under Bulgarian law at the relevant time.",0.0,21#29,0,1,0,182,31,0.4392647445201874
none,"In the present case, since the collective decisions concerned had caused economic loss, criminal proceedings had been instituted against each member of the body which had taken those decisions (see paragraphs 9 and 11 above).",0.0,21#12,0,1,0,225,35,0.5866400599479675
none,"In these circumstances, the Commission did not find it necessary to examine whether the detention was ""lawful"" under domestic law.",0.0,21#1,0,1,0,130,20,0.4979977309703827
none,"In these circumstances, the Court does not find that the deprivation of the applicant's liberty during the period under consideration was ""lawful detention"" effected ""on reasonable suspicion of [his] having committed an offence"".",0.0,21#37,0,1,0,229,33,0.5370524525642395
none,"In this connection it is to be noted that the Government's submission that there had been certain ""deals"" was found by the Commission to be unsubstantiated and was not reiterated before the Court.",0.0,21#34,0,1,0,196,33,0.4633418321609497
none,"Indeed, it was not contended before the Convention institutions that the funds had not been received by the States concerned.",0.0,21#35,0,1,0,125,20,0.3651541471481323
none,"The Court is of the view that the central issue in the case under consideration is whether the applicant's detention from 7 September to 30 December 1992 was ""lawful"" within the meaning of Article 5 para.",0.0,21#24,0,3,0,204,36,0.4754931926727295
none,The Government maintained before the Commission that the applicant's detention had been effected on the grounds of suspicion of his having committed a crime and had been in conformity with Bulgarian law.,0.0,21#5,0,1,0,203,32,0.46476128697395325
none,"The Government were, however, not in a position to provide any details of such ""deals"" as it would adversely affect the confidentiality of the criminal proceedings instituted against the applicant and eight other former government members.",0.0,21#7,0,1,0,239,36,0.5541689395904541
none,The Supreme Court too had laid stress on the applicant's status as a member of the National Assembly (see paragraph 13 above).,0.0,21#17,0,1,0,126,22,0.4261062741279602
none,The applicant alleged that there had been a violation of Article 5 para.,0.0,21#38,0,4,0,72,13,0.49662652611732483
none,The extremely wide powers which he had enjoyed by virtue of his position had given him greater opportunities to abscond or commit further offences than he would have had otherwise.,0.0,21#18,0,1,0,180,30,0.5445690751075745
none,The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance.,0.0,21#3,0,1,0,166,27,0.496320515871048
none,The prosecutor had believed that the funds concerned had been spent in a manner which was unlawful since there was no information as to whether they had appeared in the budget as an expenditure.,0.0,21#13,0,1,0,194,34,0.4721163213253021
none,They had not benefited any members of the government or any third parties; the funds had been received in their entirety by the addressee countries.,0.0,21#4,0,1,0,148,25,0.5805068612098694
The Prosecutor-General's submission on the applicant's complaints included the following observations.,The Prosecutor-General's submission on the applicant's complaints included the following observations.,1.0,21#9,0,1,0,102,12,0.4181780517101288
The Prosecutor-General's submission on the applicant's complaints included the following observations.,"5-1), including whether it was effected ""in accordance with a procedure prescribed by law"".",0.9226046800613403,21#24,2,3,213,304,15,0.45236942172050476
The Prosecutor-General's submission on the applicant's complaints included the following observations.,"5-1), whilst at the same time informing the Court of the views of the Prosecutor-General, the authority which had ordered the applicant's detention on remand (see paragraph 11 above).",0.9103158712387085,21#8,2,3,175,358,31,0.40271493792533875
