,name,argument,clause_id
54,01.txt,"The Commission considers, in the light of the parties' submissions, that the case raises complex issues of law and fact under the Convention, the determination of which should depend on an examination of the merits of the application as a whole. ",5d3aaf103e582511aa1cc167
55,01.txt,The Commission notes the declaration by the applicant's representatives that the applicant's father wishes to pursue proceedings before the Commission.,5d3aaf9a3e582511aa1cc17d
56,01.txt,"Moreover, it finds that, in view of the serious nature of the complaints and their connection with the general situation in South-East Turkey,",5d3aafb73e582511aa1cc17f
57,01.txt,the application is of such general interest ,5d3aafd23e582511aa1cc180
58,01.txt, it anyway finds that the applicant has done all that could be expected in the circumstances.,5d3ab0aa3e582511aa1cc182
59,01.txt,"Moreover, when asked to sign a statement, he had answered that he could not sign because he could not move his hands.",5d3ab1233e582511aa1cc185
60,01.txt, The Commission notes the applicant's declaration that he had told the public prosecutor that he had been tortured. ,5d3ab1053e582511aa1cc184
61,01.txt,"It is not possible to establish in detail what happened during the applicant's meeting with the public prosecutor, but the Commission finds no reason to doubt that during their conversation there were elements which should have made the public prosecutor initiate an investigation or, at the very least, try to obtain further information from the applicant about his state of health or about the treatment to which he had been subjected.",5d3ab2083e582511aa1cc18d
62,01.txt,"Moreover, his family had also been affected by the actions of the authorities insofar as his father and one of his brothers had been detained for short periods at about the same time, and the applicant himself was hospitalised for two weeks after his release.",5d3ab2593e582511aa1cc19b
63,01.txt,"The threats to which the applicant claimed to have been exposed after he had complained to the Commission, as well as his tragic death in circumstances which have so far not been fully clarified, are further elements which may at least support the view that the pursuance of remedies may not be devoid of serious risks.",5d3ab26f3e582511aa1cc1a0
64,01.txt,"The Commission does not deem it necessary to determine whether there exists an administrative practice on the part of Turkish authorities tolerating abuses of human rights of the kind alleged by the applicant, because",5d3ab2d03e582511aa1cc1ab
65,01.txt," The applicant submitted that any purported remedy is illusory, inadequate and ineffective.",5d3ab3513e582511aa1cc1ad
66,01.txt,"He did not deny that the procedures identified by the Government are formally part of the Turkish legal structure, but he contended that the Government have not shown how such procedures could conceivably be effective for the specific circumstances of the present case.",5d3ab3693e582511aa1cc1ae
67,01.txt,The applicant considered that none of the remedies suggested by the Government could be regarded as effective because the scale of torture committed with impunity by agents of the State in detention centres is such that this must be considered high-level Government policy - an administrative practice - in regard to which all remedies are theoretical and irrelevant.,5d3ab3c73e582511aa1cc1b0
68,01.txt,"This has been confirmed by such bodies as the European Committee for the Prevention of Torture and Inhuman or Degrading Treatment or Punishment, which, in its public statement of 15 December 1992, concluded that the practice of torture and other forms of severe ill-treatment of persons in police custody remains widespread in Turkey, and that such methods are applied to both ordinary criminal suspects and persons held under anti-terrorist provisions (p. 6 para. 21).",5d3ab46e3e582511aa1cc1b2
69,01.txt, The purported remedies were thus ineffective for the following reasons:,5d3ab4cb3e582511aa1cc1b4
70,01.txt,the limitations on rights and remedies created by the state of emergency;,5d3ab4df3e582511aa1cc1b5
71,01.txt, an administrative practice of torture in Turkish detention centres;,5d3ab4ef3e582511aa1cc1b6
72,01.txt,"the lack of genuine investigations by public prosecutors and other competent authorities, who ignore the evidence of their own eyes, as in this case, and either do nothing or simply take evidence from the members of the police or security forces;",5d3ab50b3e582511aa1cc1b7
73,01.txt," even if an investigation is made, the lack of effective action being taken afterwards;",5d3ab5263e582511aa1cc1b8
74,01.txt,an official attitude of legal unaccountability towards the security forces;,5d3ab5833e582511aa1cc1b9
75,01.txt," the positive discouragement of those who do wish to seek remedies, as has been demonstrated so tragically in the present case;",5d3ab5a63e582511aa1cc1ba
76,01.txt,"an administrative practice of not respecting the rule under Article 13 (Art. 13) of the Convention which requires the provision of effective domestic remedies; and

-     whether or not there is an administrative practice, domestic remedies were ineffective in this case, owing to the failure of the legal system to provide redress.
",5d3ab6403e582511aa1cc1bc
77,01.txt,"At present 16 lawyers are facing criminal charges, which include drawing up documents belittling the Turkish State and faxing them to human rights organisations in Europe. ",5d3ab93a3e582511aa1cc1be
78,01.txt,This is demonstrated in other cases pending before the Commission.,5d3ab9583e582511aa1cc1bf
79,01.txt,Another key group in guaranteeing effective investigation and protection is the medical profession.,5d3ab9eb3e582511aa1cc1cd
80,01.txt,"Doctors must be free to give
honest accounts of what they have found in their investigations.",5d3aba1c3e582511aa1cc1d4
81,01.txt,"However, the applicant alleged that doctors have been intimidated, as
was the case of the doctor whom he consulted at the Dicle Medical Faculty.",5d3aba383e582511aa1cc1d8
82,01.txt,the Government have referred to a number of judgments by the administrative and criminal courts.,5d3abb893e582511aa1cc1f9
83,01.txt,"Some of these decisions concern cases in which the State Council has ordered the prosecution of public officials for ill-treating people in custody, despite the initial view of the local administrative council that the cases were unsuitable for criminal proceedings.",5d3abba33e582511aa1cc1ff
84,01.txt,"the second requirement of Article 26 (Art. 26) of the Convention, namely that of lodging the application within six months of the final effective decision or, if none, within six months of the events of which complaints are made.

",5d3acac03e582511aa1cc2b9
85,01.txt,"The present application
was lodged on 3 May 1993, i.e. within the six month period. ",5d3acaee3e582511aa1cc2bc
86,01.txt,"The Government submit that it is generally accepted in the comparative and international law on terrorism, authorising ""certain adaptations of the liberal model"", that restrictions on Convention rights will be deemed necessary in a democratic society threatened by terrorist violence, as being proportionate to the aim of protecting public order.",5d3ad75d3e582511aa1cc32e
87,01.txt," The threat posed to Turkey by the PKK and its affiliations is internationally recognised, as is the need to react firmly to it. ",5d3ad7813e582511aa1cc32f
88,01.txt,In this respect the Government assert that the powers exercised by the police while the applicant was in their custody did not exceed the margin of appreciation conferred on States by the Convention.,5d3ad7b33e582511aa1cc330
89,01.txt,They add that his death was not the work of any State agent but that of terrorist in-fighting.,5d3ad7d23e582511aa1cc331
90,01.txt,"As to Articles 6 and 13 (Art. 6, 13) of the Convention, the Government submit that Turkish law guarantees several remedies (as described above at pp. 5-6) without discrimination.",5d3ad9183e582511aa1cc333
91,01.txt,The application principally concerns torture and inhuman conditions of detention.,5d3ad98a3e582511aa1cc335
92,01.txt,"It involves rights under Article 3 (Art. 3) of the Convention which is absolute, unqualified and non-derogable.",5d3ad9a93e582511aa1cc336
93,01.txt," As regards the complaint under Article 5 para. 3 (Art. 5-3) of the Convention and the derogation under Article 15 (Art. 15), the applicant contested the necessity of a measure permitting detention for as long as 30 days without any of the basic safeguards against abuse, which were deemed to be essential by the Convention organs",5d3adab03e582511aa1cc338
94,01.txt,"(Eur. Court H.R., Brannigan and McBride judgment of 26 May 1993, Series A no. 258- B, pp. 55-56, paras. 62-66).",5d3adae03e582511aa1cc339
95,01.txt,The Commission considers that the Government's argument could only be accepted if it were clear that the application was based on untrue facts.,5d3acbd23e582511aa1cc2dd
96,01.txt,"However, this is far from clear at the present stage of the proceedings,",5d3acbf53e582511aa1cc2e5
97,02.txt,"It is furthermore established that the burden of
proving the existence of available and sufficient domestic remedies
lies upon the State invoking the rule",5d3a43723e582511aa1cbea0
98,02.txt,"(cf. Eur. Court H.R., De Jong,
Baljet and Van den Brink judgment of 22 May 1984, Series A no. 77, p.
18, para. 36, and Nos. 14116/88 and 14117/88, Sargin and Yagci v.
Turkey, Dec. 11.05.89, D.R. 61 p. 250, 262).",5d3a43923e582511aa1cbea1
99,02.txt,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions.",5d3a44603e582511aa1cbea2
100,02.txt,"The Commission concludes that this application cannot be
rejected for non-exhaustion of domestic remedies under Articles 26 and
27 para. 3 (Art. 26, 27-3) of the Convention.",5d3a42343e582511aa1cbe98
101,02.txt,"The Commission recalls that Article 26 (Art. 26) of the
Convention only requires the exhaustion of such remedies which relate
to the breaches of the Convention alleged and at the same time can
provide effective and sufficient redress.",5d3a418b3e582511aa1cbe97
102,02.txt,"The Commission is not satisfied in view of the
delays involved that this inquiry can be considered as furnishing an
effective remedy for the purposes of Article 26 (Art. 26) of the
Convention.",5d3a4b303e582511aa1cbeab
103,02.txt,"The Commission has examined whether the applicant has complied
with the requirement imposed by Article 26 (Art. 26) of the Convention
that an application must be introduced within six months of the final
decision taken in respect of the complaints.",5d3a4b923e582511aa1cbead
104,02.txt,"In the present case, the Commission observes that whereas in his
original application the applicant stated that his house was burnt down
on 3 January 1994, it appears that the incident under investigation by
the public prosecutor of Kulp district and the Kulp District
Administrative Board occurred on 13 November 1993.",5d3a4bb13e582511aa1cbeae
105,02.txt,"The Commission
found above that the applicant is not required to pursue domestic
remedies in light of their apparent ineffectiveness.",5d3a4bce3e582511aa1cbeaf
106,02.txt,"However,
special considerations could apply in exceptional cases where an
applicant first avails himself of a domestic remedy and only at a later
stage becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective.",5d3a4cc63e582511aa1cbeb1
107,02.txt,"becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective.",5d3a4de63e582511aa1cbeb4
108,02.txt,"The case-law of the Commission establishes that where no domestic
remedy is available, the six months period runs from the act complained
of",5d3a4ed23e582511aa1cbeb7
109,02.txt,"(see eg.  No. 10530/83, Dec. 16.5.85, D.R. 42 p. 171).",5d3a4e7b3e582511aa1cbeb6
110,02.txt,"the alleged
events seem to have occurred in November 1993 and the investigation has
not yet been concluded. The Commission is not satisfied in view of the
delays involved that this inquiry can be considered as furnishing an
effective remedy for the purposes of Article 26 (Art. 26) of the
Convention.",5d5a3d3c3e582511aa1ce8db
111,02.txt,"Given that these circumstances do not disclose any indication
of a delay on the part of the applicant in introducing his application
once it must have become apparent that no redress for his complaints
was forthcoming, the Commission considers that the relevant date for
the purposes of the six months time limit should not be considered to
be a date earlier than February 1994.",5d3a4f783e582511aa1cbeba
112,02.txt,"In such a situation, the six months
period might be calculated from the time when the applicant becomes
aware, or should have become aware, of these circumstances",5d3a4f5d3e582511aa1cbeb9
113,02.txt,"In these
circumstances, the question arises whether the complaints insofar as
they relate to specific acts carried out on 13 November 1993 have been
introduced out of time, given that the application was introduced on
30 June 1993.",5d3a4f3e3e582511aa1cbeb8
114,03.txt,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",5d3a6cce3e582511aa1cbf29
115,03.txt,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions in respect of remedies available for the
destruction of homes and property in villages and towns.",5d3a6cfa3e582511aa1cbf2a
116,03.txt,"The Commission recalls that Article 26 (Art. 26) of the
Convention only requires the exhaustion of such remedies which relate
to the breaches of the Convention alleged and at the same time can
provide effective and sufficient redress.",5d3a6d853e582511aa1cbf2c
117,03.txt,"An applicant does not need
to exercise remedies which, although theoretically of a nature to
constitute remedies, do not in reality offer any chance of redressing
the alleged breach.",5d3a6da23e582511aa1cbf2d
118,03.txt,"(cf. Eur. Court H.R., De Jong,
Baljet and Van den Brink judgment of 22 May 1984, Series A no. 77, p.
18, para. 36, and Nos. 14116/88 and 14117/88, Sargin and Yagci v.
Turkey, Dec. 11.05.89, D.R. 61 p. 250, 262).",5d3a6e333e582511aa1cbf30
119,03.txt,"It is furthermore established that the burden of
proving the existence of available and sufficient domestic remedies
lies upon the State invoking the rule ",5d3a6e153e582511aa1cbf2f
120,03.txt,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",5f92769abf181507836f9fae
121,03.txt,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions in respect of remedies available for the
destruction of homes and property in villages and towns.",5f9276b2bf181507836f9faf
122,03.txt,"In respect of damage alleged to have been caused by the State or
its agents, the Government submit that the applicants had the
possibility of introducing an action for compensation before the civil
or administrative courts relying, inter alia, on Article 125 of the
Turkish Constitution or Article 8 of Decree 430 of 16 December 1990.",5d3a73013e582511aa1cbf36
123,03.txt,"The Government also submit that alleged arson, destruction of
property and threatening conduct are prohibited by the Criminal Code,
in respect of which complaints could be lodged with the competent
authorities, civil or military.
",5d3a731a3e582511aa1cbf37
124,03.txt,"since
the applicants have failed to exhaust domestic remedies as required by
Article 26 (Art. 26) of the Convention.",5f9277f5bf181507836f9fbf
125,03.txt,"Any purported remedy is illusory, inadequate
and ineffective since, inter alia, the operation in question in this
case was officially organised, planned and executed by agents of the
State and having regard, inter alia, to the situation in South-East
Turkey which is such that potential applicants have a well-founded fear
of the consequences if they should pursue remedies.",5d3a73ac3e582511aa1cbf39
126,03.txt,"In this context the
applicants also allege a lack of genuine investigations by public
prosecutors and other competent authorities; the absence of any cases
showing the payment of adequate compensation to villagers for the
destruction of their homes and villages, or for their expulsion; an
official attitude of legal unaccountability towards the security forces
and the lack of any prosecutions against members of the security forces
for the alleged offences connected with the destruction of villages and
forcible expulsions.",5d3a73c53e582511aa1cbf3a
127,03.txt," The Commission concludes that this application cannot be rejected
for non-exhaustion of domestic remedies under Articles 26 and 27 para.
3 (Art. 26, 27-3) of the Convention.",5d3a6c0a3e582511aa1cbf26
128,03.txt,"The Commission considers, in the light of the parties'
submissions, that the case raises complex issues of law and fact under
the Convention, the determination of which should depend on an
examination of the merits of the application as a whole. The Commission
concludes, therefore, that the application is not manifestly ill-
founded, within the meaning of Article 27 para. 2 (Art. 27-2) of the
Convention.",5d3a6c4b3e582511aa1cbf27
129,04.txt,"Article 5 para. 5 (Art. 5-5) provides as follows:

      ""Everyone who has been the victim of arrest or detention in
      contravention of the provisions of this Article shall have an
      enforceable right to compensation.""",5d3a964d3e582511aa1cc06d
130,04.txt,The applicant submits that the effect of Section 108 of the Courts and Legal Services Act 1991 is to deprive him of the remedy to which he had previously been entitled.,5d3a96753e582511aa1cc06e
131,04.txt,"The applicant submits that, although domestic law categorises the proceedings at issue in the present case as civil, both the nature of the proceedings and the actual penalty imposed indicate that a criminal charge was in fact determined.",5d3a97c93e582511aa1cc073
132,04.txt,"This part of the application cannot therefore be rejected as being manifestly ill-founded within the meaning of
Article 27 para. 2 (Art. 27-2) of the Convention.",5d3a85013e582511aa1cbff3
133,04.txt,This part of the application can therefore also not be rejected as being manifestly ill-founded within the meaning of Article 27 para. 2 (Art. 27-2) of the Convention.,5d5a41113e582511aa1ce8de
134,04.txt,"After a preliminary examination of the complaints under Article 5 para. 1 (a) and (b) (Art. 5-1-a, 5-1-b) of the Convention, the Commission finds that they raise complex issues of fact and law which must be examined on the merits.",5d3a92723e582511aa1cc05f
135,04.txt,The Commission recalls that under Article 5 para. 5 (Art. 5-5) of the Convention the right to compensation is conditional on a breach of one of the paragraphs of Article 5 (Art. 5).,5d3a935b3e582511aa1cc062
136,04.txt," He considers that, whatever the nature of the proceedings, they were so complex as to require proper legal representation, especially regarding the alternatives to immediate imprisonment.",5d3a97693e582511aa1cc071
137,04.txt,"He alleges a violation of Article 6 (Art. 6) of the Convention.

      Article 6 (Art. 6) of the Convention provides, so far as relevant, as follows:

      ""1.  In the determination of his civil rights and obligations or
      of any criminal charge against him, everyone is entitled to a
      fair and public hearing within a reasonable time by an
      independent and impartial tribunal established by law...

      3.  Everyone charged with a criminal offence has the following
      minimum rights:

      (c)   to defend himself in person or through legal assistance of
      his own choosing or, if he has not sufficient means to pay for
      legal assistance, to be given it free when the interests of
      justice so require.""",5f927c27bf181507836fa022
138,04.txt,The Commission finds that this complaint also raises complex issues of fact and law which must be examined on the merits. This part of the application cannot therefore be rejected as being manifestly ill-founded within the meaning of Article 27 para. 2 (Art. 27-2) of the Convention either.,5d3a91a33e582511aa1cc05d
139,04.txt,"He submits that the present case cannot be distinguished from the R. v. Manchester City Magistrates' Court ex parte Davies case,",5d3a95703e582511aa1cc069
140,04.txt,"The applicant notes that in its judgment in the present case the Divisional Court answered the Magistrates' questions, ""Whether before issuing the ... warrant, (they) conducted an adequate inquiry into the appellant's means"", and ""Whether the following finding of fact can be supported by the evidence before the Magistrates' Court, namely that the applicant's failure to pay which led to the liability order being made was due to his culpable neglect"", in the negative.",5d3a94c63e582511aa1cc067
141,04.txt,"Article 5 para. 1 (Art. 5-1) of the Convention provides, so far as relevant, as follows:

      ""1. Everyone has the right to liberty and security of person. No
      one shall be deprived of his liberty save in the following cases
      and in accordance with a procedure prescribed by law:

      (a)  the lawful detention of a person convicted by a competent
      court;

      (b)  the lawful arrest or detention of a person for non-
      compliance with the lawful order of a court or in order to secure
      the fulfilment of any obligation prescribed by law;...""",5d3a94413e582511aa1cc065
142,04.txt,They rely on the absence of any suggestion in the High Court's judgment that the applicant's detention was unlawful.,5d3a95da3e582511aa1cc06b
143,05.txt,The Commission recalls that Article 26 (Art. 26) of the Convention only requires the exhaustion of such remedies which relate to the breaches of the Convention alleged and at the same time can provide effective and sufficient redress.,5d3a9bc53e582511aa1cc07b
144,05.txt,The Commission notes that in the context of the section 9 powers the Secretary of State has a very wide discretion.,5d3a9c773e582511aa1cc07f
145,05.txt,It appears that he has only exercised his discretion under section 9 in five cases and that there is no example of any enforcement of those directions being pursued in the courts. ,5d3a9c9b3e582511aa1cc080
146,05.txt,"The Commission recalls that in the case of
Temple v. the United Kingdom (No. 10530/83, Dec. 16.5.85, D.R. 42 p. 171) the Commission held that recourse to a purely discretionary power on the part of the Secretary of State did not constitute an effective domestic remedy.",5d3aa0bb3e582511aa1cc0a3
147,05.txt,"It considers that the applicant's complaints raise serious issues of fact and law under the Convention, the determination of which should depend on an examination of the merits. ",5d3aa3bb3e582511aa1cc0a5
148,05.txt,as required by Article 26 (Art. 26) of the Convention,5d3aa4743e582511aa1cc0a9
149,05.txt,"since she has not applied to the Secretary of State to exercise his power under section 9 of the Caravan Sites Act 1968 to direct a local authority to comply with its statutory duty to provide such sites and if necessary, to enforce such directions in the courts.",5f92a500bf181507836fa10a
150,05.txt,"The Secretary of State's power under section 9 is, she contends, discretionary and rarely exercised.",5d3aa50b3e582511aa1cc0ac
151,05.txt,"To the extent that there might have been any interference with her rights under Article 8 para. 1 (Art. 8-1), the Government consider that the refusal of planning permission and issue of the enforcement notices are justified by the interests of public safety on the road, the economic well-being of the country and the protection of the environment.",5d3aa6fc3e582511aa1cc0bc
152,05.txt,"As for the framework of regulation, including the designation system, this is stated to represent a proportionate response to the need to protect public safety on the roads as well as the rights of others.",5d3aa7103e582511aa1cc0c1
153,05.txt,under Article 8 (Art. 8) of the Convention.,5d3aa77a3e582511aa1cc0d2
154,05.txt," As a result, the applicant contends that she has nowhere she can legally or safely go.",5d3aa7d53e582511aa1cc0e2
155,05.txt,She submits that there is an acknowledged shortfall of sites for gypsies in South Cambridgeshire and that local authorities are failing to fulfil their statutory duty to provide sites.,5d3aa8293e582511aa1cc0ed
156,05.txt,"The applicant also contends that it is a practical impossibility for her to station her caravans on her sister's site and that even if there were vacant pitches on the nearby official site, it is overcrowded and has a reputation for violence which renders it an unsafe location for a single woman living alone with her children.",5d3aa8443e582511aa1cc0ee
157,05.txt,"Further, the designation system which discriminates against gypsies prevents her moving onto unoccupied land or stationing her caravans near the highway.",5d3aa8613e582511aa1cc0f2
158,05.txt,"In these circumstances, the Commission finds that the application cannot be declared inadmissible for non-exhaustion of domestic remedies.",5d3a9a133e582511aa1cc075
159,05.txt,It follows that the application cannot be dismissed as manifestly ill-founded.,5f92a2b1bf181507836fa109
160,05.txt,"(cf. Eur. Court. H.R., Deweer judgment of 27 February 1980, Series A no. 35, p. 15, para. 26, and No. 9013/80, Dec. 11.12.82, D.R. 30 p. 96, at p. 102).",5f929fd7bf181507836fa103
