,cluster_id,sentences
0,20,"In the
present case the Commission notes, in particular, the expert evidence
submitted by the second applicant's present therapist, recommending
that the therapy should continue."
0,20,"The Commission finds that the applicant, who was convicted for
speeding twice in the course of one journey, but over separate
stretches of road, was convicted not of one but of two separate
offences."
0,20,The Commission notes the declaration by the applicant's representatives that the applicant's father wishes to pursue proceedings before the Commission.
0,20,"In the course of these proceedings, the
allegations of the applicant's husband were carefully examined at two
court levels.
"
0,20,"It flows from the very essence
of this right that it must be open to individuals to complain of
alleged infringements of it in the proceedings before the Commission."
1,10,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1,10,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:"
1,10,The Government consider that the absence of an oral public and direct hearing is covered by the Austrian reservation to Article 6 (Art. 6) of the Convention.
1,10, He agrees that the scope of review by the Constitutional Court and Administrative Court does not comply with Article 6 (Art. 6) of the Convention.
1,10,"Accordingly, there is no appearance of a violation of Article 6
para. 1 (Art. 6-1)."
1,10,"Although there is authority for the proposition that, if a violation of the principle of impartiality is found, it is not necessary to examine other complaints under Article 6 of the Convention"
1,10,In the latter kind of case Article 6 para. 1 (art. 6-1) may have a degree of applicability.
1,10,"Whilst it is true that
an action in defamation against these public officials would probably
have been successfully defended on the ground of privilege, this merely
reflects the limited content of the right to reputation under domestic
law, rather than the right of access to court for determining the
applicants' civil rights under Article 6 para. 1 (Art. 6-1) of the
Convention."
1,10," With regard to the declaration made by Austria when
ratifying Protocol No. 7, the Government submit first that the
declaration is not required to comply with Article 64 (Art. 64) of the
Convention"
1,10,"In this way the Article (art. 6-1) embodies the ‘right to a court’, of which the right of access, that is the right to institute proceedings before courts in civil matters, constitutes one aspect only"" (loc. cit., p. 18, para. 36)."
1,10,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  "
1,10,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 10, 11 and 12 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1,10,"The applicants’ argument would amount to reading into Article 6 para. 1 (art. 6-1) an entitlement to have a report such as the one in the present case not published until after a full judicial hearing repeating, doubtless over a longer time-scale, the same fact-finding exercise as that already carried out by the Inspectors."
1,10,"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,10,"In these circumstances the Commission concludes that the applicants' rights under Article 6 paras.

1 and 2 (Art. 6-1, 6-2) of the Convention in respect of the earlier risk of criminal prosecution were not infringed."
1,10,"They maintained that, unlike procedural barriers to access to court, such an exercise by the State of the power to fix the content of a particular civil right did not bring into play Article 6 para. 1 (art. 6-1), although it might on occasions raise an issue in relation to one or other of the substantive rights protected by the Convention (such as the right to respect for private life under Article 8) (art. 8)."
1,10,"Consideration of the various issues involved ultimately led me to the conclusion that Article 6 paras. 1 and 3 (d) (art. 6-1, art. 6-3-d) have not been violated in the present case."
1,10,Article 6 (art. 6) does not guarantee an unlimited right to question witnesses.
1,10," The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1,10,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 9 and 10 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"""
1,10,"The Commission first recalls that the guarantees in paras. 2 and
3 (Art. 6-2, 6-3)are specific aspects of the right to a fair trial set
forth in para. 1 (Art. 6-1)"
1,10,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1,10,"Accordingly, the Commission will have regard to them when examining the
facts under Article 6 para. 1 (Art. 6-1)."
1,10,The Court recalls that the presumption of innocence enshrined in Article 6 § 2 of the Convention is one of the constituent elements of a fair criminal trial guaranteed by Article 6 § 1.
1,10,"In the words of the Court’s Golder judgment, ""... Article 6 para. 1 (art. 6-1) secures to everyone the right to have any claim relating to his civil rights and obligations brought before a court or tribunal."
1,10, It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  
1,10," The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraph 11 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1,10,"The fact that the court had stated that what had been said prima facie constituted contempt, and invited representations on the matter, could not be considered a violation of Article 6 § 2 of the Convention."
1,10,"The Court notes that Mr Gradinger based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,10,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  "
1,10,"Article 6 (Art. 6) does not
therefore apply in their case."
1,10,"Rather their claim was that where a report by organs of the State has branded an individual as being guilty of wrongdoing such as dishonesty after a procedure not attended by the procedural guarantees of a fair trial, Article 6 para. 1 (art. 6-1) grants the individual whose reputation is at stake the right to challenge the findings against him or her in a court of law before publication of the report. "
1,10," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,10,"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded"
1,10,"However, while Mr Findlay in his application to the Commission may not expressly have invoked his rights under Article 6 para. 1 of the Convention (art. 6-1) to a ""public hearing"" and a ""tribunal established by law"", he does appear to have raised in substance most of the matters which form the basis of his complaints in relation to these two provisions."
1,10,"The Court notes that Mr Palaoro based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,10,"To the extent that the absence of an oral hearing is raised, the
respondent Government also rely on the Austrian reservation to Article
6 (Art. 6) of the Convention."
1,10, Acceptance of the applicants’ argument would entail that a body carrying out preparatory investigations at the instance of regulatory or other authorities should always be subject to the guarantees of a judicial procedure set forth in Article 6 para. 1 (art. 6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.
1,10,"In
the circumstances of the present case, a request under S. 91 of the
Court Organisation Act cannot be considered as an effective remedy to
ensure, regarding the proceedings as a whole, a determination of the
applicant's civil rights and obligations within a ""reasonable time""
within the meaning of Article 6 para. 1 (Art. 6-1) of the Convention."
1,10," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,10,Article 6 § 3 a. of the Convention underlines the need for special attention to be paid to informing the defendant of the “accusation”.
1,10," In the light of the foregoing considerations, the Court cannot find that, in the exercise of their responsibility of regulating the conduct of the affairs of public companies, the national authorities exceeded their margin of appreciation to limit the applicant brothers’ access to the courts under Article 6 para. 1 (art. 6-1), either as regards the state of the applicable law or as regards the effects of the application of that law to the brothers."
1,10," The applicants contended that the Inspectors’ investigation and, above all, the publication of the Inspectors’ report gave rise to a violation of Article 6 para. 1 (art. 6-1), which, in so far as relevant, provides:"
1,10,"Neither can there be doubt as to the right to reputation being a ""civil"" right within the autonomous meaning of that notion under Article 6 para. 1 (art. 6-1)."
1,10,The scope of this provision must be assessed in the light of the more general right to a fair hearing guaranteed by Article 6 § 1 of the Convention.
1,10,"The right of access to the courts secured by Article 6 para. 1 (art. 6-1) is not absolute but may be subject to limitations; these are permitted by implication since the right of access ‘by its very nature calls for regulation by the State, regulation which may vary in time and in place according to the needs and resources of the community and of individuals’."
1,10,"In so far as the complaint has been lodged by the third and the
fourth applicant, the Commission recalls that in order for Article 6
para. 1 (Art. 6-1) to apply to the proceedings in question it must
first be ascertained whether there was a dispute over a ""right"" which
can be said, at least on arguable grounds, to be recognised under
domestic law"
1,10,The applicant next complains under Article 6 para. 1 (Art. 6-1) of the Convention of
1,10,"In short, it cannot be said that the Inspectors’ inquiry ""determined"" the applicants’ civil right to a good reputation, for the purposes of Article 6 para. 1 (art. 6-1), or that its result was directly decisive for that right."
1,10,"Article 6 para. 2 (Art. 6-2) provides that anyone ""charged with a criminal offence shall be presumed innocent until proved guilty according to law""."
1,10,He relies on Article 6 para. 1 (Art. 6-1) of the Convention.
1,10," the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art. 64) of the Convention"
1,10,"Judicial review would not, it is true, have provided the applicants with ""the effective remedy"" to which they were claiming to be entitled under Article 6 para. 1 (art. 6-1), namely a remedy enabling them to argue before a court that the Inspectors’ findings of fact were simply erroneous."
1,10,"At the hearing, the Commission’s Delegate observed that no causal link had been established between the breach of the Convention complained of by the applicant and the alleged pecuniary damage, and submitted that it was not possible to speculate as to whether the proceedings would have led to a different outcome had they fulfilled the requirements of Article 6 para. 1 (art. 6-1)."
1,10,"The Government and the Commission both considered that there had been no violation of Article 6 paras. 1 and 3 (d) (art. 6-1, art. 6-3-d)."
1,10,"With due respect to the review that the national courts have conducted of the facts of the case (paragraph 60 of the judgment) and to their findings and conclusions in the proceedings brought by Mrs Murray, it falls to our Court, pursuant to Article 19 (art. 19) of the Convention, to ensure the observance of the engagement undertaken by the States Parties under Article 1 (art. 1) to secure everyone within their jurisdiction, inter alia, the right to liberty and the right to respect for private life."
1,10,"Since the applicant’s hearing was concerned with serious charges classified as ""criminal"" under both domestic and Convention law, he was entitled to a first-instance tribunal which fully met the requirements of Article 6 para. 1 (art. 6-1)"
1,10,"Were a similar situation to arise in the future, it would certainly be desirable for even more attention to be paid to the requirements of Article 6 of the Convention (art. 6) when measures were taken."
1,10,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1,10,"The Court therefore proposes to proceed on the basis that Article 6 para. 1 (art. 6-1) is applicable to the facts of the case, the argument before the Court having been directed solely to this Article."
1,10,"The Court recalls that Article 6 para. 1 (art. 6-1) embodies the ""right to a court"", of which the right of access, that is, the right to institute proceedings before a court in civil matters, constitutes one aspect (see, for example, the Holy Monasteries v. Greece judgment of 9 December 1994, Series A no. 301-A, pp. 36-37, para. 80)."
1,10,"Nonetheless, the manner in which findings detrimental to a person’s reputation are arrived at in an administrative investigation, as well as the objectives pursued by the investigation, is relevant for assessing the permissibility under Article 6 para. 1 (art. 6-1) of a limitation on the person’s opportunities to go to court to enforce his or her civil right to reputation."
1,10,"The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,10,"He alleges a violation of Article 6 (Art. 6) of the Convention.

      Article 6 (Art. 6) of the Convention provides, so far as relevant, as follows:

      ""1.  In the determination of his civil rights and obligations or
      of any criminal charge against him, everyone is entitled to a
      fair and public hearing within a reasonable time by an
      independent and impartial tribunal established by law...

      3.  Everyone charged with a criminal offence has the following
      minimum rights:

      (c)   to defend himself in person or through legal assistance of
      his own choosing or, if he has not sufficient means to pay for
      legal assistance, to be given it free when the interests of
      justice so require."""
1,10,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 6, 7 and 9 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1,10,It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  
1,10,"The Commission has found above that the applicants' claims under Article 6 paras. 1 (criminal) and 2, Article 8 (Art. 6-1, 6-2,

8)	of the Convention and Article 1 of Protocol No. 1 (P1-1) to the Convention are manifestly ill-founded within the meaning of Article 27 para. 2 (Art. 27-2) of the Convention."
1,10,"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,10,"The Court notes that Mr Pramstaller based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,10,"Accepting that a cause of action based on libel was barred and that judicial review did not provide the desired remedy, some other form of effective access to the courts should have been available to them for this purpose by virtue of Article 6 para. 1 (art. 6-1)."
1,10,"It is
submitted that it is a generally recognised principle of international
law that an accused person cannot be required to incriminate himself,
that Article 6 (Art. 6) of the Convention enshrines this principle, and
that the drawing of an incriminating inference from an accused's
failure to give evidence infringes his right to a fair trial.
"
2,5,Publication was also necessary to protect the economic well-being of the country as the report revealed weakness in the system of takeover bids.
2,5,"In the present case,
there was a formidable case against the applicant which called for
evidence from the applicant if there was an innocent explanation for
his conduct."
2,5,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
2,5,"He also wrote a book which was published
after his release."
2,5,"It only applies if the applicant can be said to have an ""arguable claim"" of a violation of the Convention"
2,5," The restraint was
also not proportionate to the aim,"
2,5,This was indeed what actually happened in respect of the piece in issue in the present case.
2,5,"This injury was consistent with Palestinian hanging.
"
2,5,"The mere
fact that, by virtue of general words a complaint is not excluded from
an application, is not sufficient to regard that complaint as having
been made. "
2,5,The report could only be published in its entirety or not at all.
2,5,All communication was via a sound link.
2,5,"An applicant does not need
to exercise remedies which, although theoretically of a nature to
constitute remedies, do not in reality offer any chance of redressing
the alleged breach."
2,5,The actual opinion of believers remains unknown. 
2,5,"Having found the aim of not only making but also publishing Inspectors’ reports to be legitimate, the Court cannot apply the test of proportionality in such a way as to render publication impracticable."
2,5,"  For this condition to be fulfilled, it is not sufficient for the applicant merely to have presented his case to the various courts competent to deal with it."
2,5,He was questioned about his individual application and was asked whether the signatures on the letter of authority and his statement to the Human Rights Association belonged to him.
2,5," In reply the applicant maintains that the breach of which he is complaining consists of a continuing violation,"
2,5,They claimed that the medical reports he had provided did not establish any causal link.
2,5,"Elements of the latter kind, he claimed, had been provided which should be capable of so satisfying an objective observer."
2,5,The fact that the behaviour concerned takes place on private premises does not suffice to ensure complete immunity and impunity.
2,5,"because it cannot cover offences which were not in force
at the date of the reservation."
2,5,"Moreover, when asked to sign a statement, he had answered that he could not sign because he could not move his hands."
2,5,"An applicant does not need
to exercise remedies which, although theoretically of a nature to
constitute remedies, do not in reality offer any chance of redressing
the alleged breach."
2,5,Such investigations as were carried out were biased and inadequate.
2,5,"The Inspectors did not adjudicate, either in form or in substance."
2,5,"Insofar as certain management restrictions were placed on Harrods Bank by the Bank of England one month after publication of the report, the Commission notes that the applicants had a right of appeal to an independent tribunal which does not appear to have been tried

(pp. 14-15 above)."
2,5,"No weight could be attached to the fact that the programme had given rise to only a few complaints,"
2,5,"The extensive publicity
 
after the report's publication was ephemeral."
2,5,They were not proceedings brought by one of the parties or by a complainant.
2,5,"The mere fact that, at the relevant date, the applicant had not seen his then seven-year-old son for almost seven years is not sufficient to produce this negative effect."
2,5,"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary."
2,5,"On an objective assessment of the facts, the applicant’s conduct had been inappropriate and of questionable benefit to his client."
2,5, These measures undoubtedly pursued the legitimate aim of the prevention of crime.
2,5,No evidence of any significant economic prejudice has been submitted to it.
2,5,In these circumstances the Commission concludes that the fourth applicant company cannot claim to be a victim of a violation of the Convention.
2,5,"It seriously damaged their reputation and financial standing and, thereby, harmed their economic interests in the business of HOF. "
2,5, it anyway finds that the applicant has done all that could be expected in the circumstances.
2,5,"However contrary to the applicants' allegations of torture, it observes from the photographs and the autopsy report that there were no marks or injuries on the body of Mehmet Şah which were consistent with the allegations of torture."
2,5,He had edited the programme in such a way as to include the offensive assertions. 
2,5, The Prosecutor-General’s submission on the applicant’s complaints included the following observations.
2,5,"Further, they point out that applicant took up residence on her land without prior planning permission."
2,5,"In these circumstances, the applicant could not reasonably be expected to foresee the result of the Board’s speculations."
2,5,"As regards the refusal of permission to the applicant's solicitor
to be present during his interviews with the police"
2,5,"Even if there had been an interference with the applicants' private lives, it was in accordance with the law and necessary for overwhelming reasons of public interest (pp. 9 and 13 above)"
2,5,They themselves said in their report that their findings would not be dispositive of anything (see paragraph 21 above).
2,5,The Inspectors had not conducted a criminal investigation.
2,5,Publication thereby protected those operating that system in the future.
2,5,The applicants have further submitted that they were singled out partly because of the authorities’ bias against homosexuals
2,5," In sum, I have not been convinced that the applicant's conviction and sentence were a justifiable response to truly reprehensible use of seditious language."
2,5, It would appear to have been administered with the aim of obtaining admissions or information from the applicant.
2,5," It follows that the applicant did not have access to a ""tribunal"". "
2,5,They have contended that the report could not be used as evidence in those proceedings.
2,5,"The applicant considers that her ill-treatment amounted to bodily
assault which had to be prosecuted ex officio and"
2,5,"In these circumstances, bearing in mind the degree of organisation involved in the offences, the measures taken against the applicants cannot be regarded as disproportionate."
2,5,No single judge had any interest in them.
2,5,The Inspectors had not made any findings of criminal conduct by the applicants. 
2,5,"The Order merely allows the trier of fact
to draw such inferences as common sense dictates."
2,5,Restrictions were put on their management of Harrods Bank.
2,5,"that she filed numerous
submissions"
2,5," The applicant submitted that any purported remedy is illusory, inadequate and ineffective."
2,5,"since  the law permitting such orders is not formulated with sufficient
precision to enable the individual to foresee with reasonable certainty
when it will be applied."
2,5, It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.
2,5,The proceedings were not adversarial in the sense that one person was opposed to another; they concerned the integrity of the judicial system.
2,5,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
2,5, It further appears from the autopsy report that Mehmet Şah was shot from behind by a bullet which entered from the upper part of his shoulder and exited from below his chest.
2,5,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
2,5,"Doctors must be free to give
honest accounts of what they have found in their investigations."
2,5," It follows that the applicant did not have access to a ""tribunal""."
2,5,"Further, they emphasised that there was no dispute over the underlying facts as to what had happened."
2,5, It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.
2,5,It was not wholly negative about the applicants but gave them credit for their management of HOF (p. 7 above).
2,5,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.
2,5,"They point to the fact that the soldiers were apparently
made to believe (wrongly)"
2,5,The restrictions placed on Harrods Bank were made by the Bank of England and were not caused by the publication of the report.
2,5,"These factors, the applicant submits, also contributed to the
overall unfairness of the proceedings against him."
2,5,It follows that the application cannot be dismissed as manifestly ill-founded.
2,5,At the very least the honesty and bona fides of a suspicion constitute one indispensable element of its reasonableness.
2,5,"In fact, there was no prohibition, only a limitation of the applicant's
contacts with his lawyers."
2,5,"They do not give rise to a ""reasonable"" suspicion such as to justify the serious measures taken against the applicants unless they are connected with other facts in direct relation to the offence."
2,5,by not having pursued the libel proceedings commenced against The Observer newspaper.
2,5,It thus cannot be said that the handicaps under which the defence laboured were counterbalanced by the above procedures.
2,5,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
2,5,According to this incident report an intense clash had taken place which lasted for twenty minutes.
2,5,Moreover the report was well-balanced and did not go further than was necessary for the Inspectors' legitimate purpose.
2,5,"It follows that the applicant did not have access to a ""tribunal""."
2,5,Their own perception and evaluation of the facts and their own judgment are engaged in this process.
2,5,"However, this is not the
correct formulation of the grounds in respect of which charges were
brought against the applicant and other persons."
2,5,and of not having received a written copy of the first instance judgment in time for the preparation of his appeal.
2,5,"Moreover, the applicant's case was an isolated one which raised no question of general interest. "
2,5,Otherwise the person in contempt would in effect have achieved his purpose.
2,5,Further elements of general interest are cited above at pp. 9 and 13.
2,5,"If the applicant had produced a good explanation for what he had said, he would not have been found in contempt."
2,5,However it does not appear from the file whether the public prosecutor compared the facts as stated in the incident report with the photographs of the hut taken after the incident.
2,5,There is no reason to doubt that the ensuing interviews fulfilled that aim.
2,5,"Furthermore, according to the ballistic report 251 bullet cases had been recovered from the place of the incident."
2,5,"In these circumstances, the applicant claimed that he should not be required to pursue domestic remedies before making a complaint to Strasbourg."
2,5,"  For this condition to be fulfilled, it is not sufficient for the applicant merely to have presented his case to the various courts competent to deal with it."
2,5,Investigations into large scale commercial activities of the present kind and the need to ensure honest dealings fall within the notion of protecting the economic well-being of the country.
3,9,"The weight which the minority of the Commission laid on the fact that the Court of Appeal, being the trial court, did not avail itself of the possibility to assess for itself the reliability of the witnesses, is in my opinion not conclusive; there is no good reason why the court could not rely for this on the assessment of the equally independent and impartial investigating judge."
3,9,"Indeed, although the Supreme Court had the power to quash the impugned decision on the ground that the composition of the Assize Court had not been such as to guarantee its impartiality, it declined to do so."
3,9,The Court considers that the applicant must have suffered distress on account of the facts of the case.
3,9," The Court recalls in this context that, in matters of such crucial importance as the deprivation of liberty and where questions arise which involve, for example, an assessment of the applicant’s character or mental state, it has held that it may be essential to the fairness of the proceedings that the applicant be present at an oral hearing"
3,9,The Court also finds relevant in this connection its observations and conclusions below regarding the complaints of breach of the presumption of innocence and insufficient information as to the nature and cause of the change against the applicant (paragraphs 52-58 and 65-68).
3,9, The Court considers that the decisive feature of the case is that the judges of the court which convicted the applicant were the same judges before whom the contempt was allegedly committed.
3,9," the Court considers that in this case insufficient safeguards were available to the applicant,"
3,9,"As a court of appeal, the Supreme Court did not have full competence to deal de novo with the case, but could only review the first instance judgment for possible legal or manifest factual errors."
3,9,"This, in itself, suffices to distinguish the present case from those applications which have previously been examined by the Court concerning consensual homosexual behaviour in private between adults where no such feature was present (see the Dudgeon judgment cited above,"
3,9,Nor does the Court accept the applicants’ submission that no prosecution should have been brought against them since their injuries were not severe and since no medical treatment had been required.
3,9,"Subsequently, he repeatedly asked the Swiss courts to allow his son to join him, before bringing his case before the Convention institutions."
3,9," One of the essential arguments against the Court's doctrine that it has jurisdiction to examine afresh preliminary objections already rejected by the Commission is that this doctrine has rather unpalatable effects: it makes it possible, after long years of Strasbourg proceedings, for very important issues to remain undecided ."
3,9,"In this connection, the Court observes that the applicant was given little opportunity to react to the possibility of such a finding or put forward his own explanations and representations in this respect."
3,9,"The interest of protecting journalistic
sources cannot however outweigh all others and, they argue, in the
assessment of whether ""the interests of justice"" required disclosure
in this particular case, the domestic courts gave full and reasoned
consideration to all the competing interests."
3,9,"They refer to the safeguards
provided in the Order: no inference may be drawn unless the
suspect/accused has been warned in advance of the possible effect;
before any inference is drawn, the prosecution must have established
a prima facie case against the accused; the judge has a discretion
whether to draw an inference and is limited to drawing only such
inferences as may be proper."
3,9,"Furthermore, the material facts which influenced the court’s decision, as expressed in the decision of the majority to impose a prison sentence on him, were not disclosed before that decision."
3,9,"The lack of impartiality is evidenced by the intemperate reaction of the judges to the conduct of the applicant, as evidenced by their haste to try him summarily for the criminal offence of contempt of court without availing themselves of other alternative, less drastic, measures such as a warning, reporting the applicant to his professional body, refusing to hear the applicant unless he withdrew his statements, or asking him to leave the courtroom."
3,9,"He submits that the present case cannot be distinguished from the R. v. Manchester City Magistrates' Court ex parte Davies case,"
3,9,"In particular, following the court’s refusal to grant him leave to withdraw from the case and his statement regarding the exchange of “ravasakia” between the judges, the court stated the following:"
3,9,"Without prejudice to its decision on the objection relating to non-exhaustion of domestic remedies, the Court considers that Mr Ahmet Sadik's widow and children have a legitimate moral interest in obtaining a ruling that his conviction infringed the right to freedom of expression which he relied on before the Convention institutions. "
3,9," The Court is of the view that, in a situation such as that of the applicant, where a substantial term of imprisonment may be at stake and where characteristics pertaining to his personality and level of maturity are of importance in deciding on his dangerousness, Article 5 para. 4 (art. 5-4) requires an oral hearing in the context of an adversarial procedure involving legal representation and the possibility of calling and questioning witnesses."
3,9, The Court recognises that the offence of blasphemy cannot by its very nature lend itself to precise legal definition.
3,9,"The threat of racial discrimination and persecution is certainly serious in our society, and the Court has rightly emphasised the vital importance of combating racial discrimination in all its forms and manifestations (paragraph 30 of the judgment)."
3,9,"The Court considers that, even if it were accepted that the applicant made no complaint to the public prosecutor of ill-treatment in police custody, the injuries he had sustained must have been clearly visible during their meeting."
3,9,Their credibility in connection with the facts of which they had become aware while performing their functions would have had to have been tested by other judges and the very integrity of the judiciary would accordingly have been unnecessarily questioned.
3,9,"Even if the Greek courts were able, or even obliged, to examine the case of their own motion under the Convention, this cannot have dispensed the applicant from relying on the Convention in those courts or from advancing arguments to the same or like effect before them, thus drawing their attention to the problem he intended to submit subsequently, if need be, to the institutions responsible for European supervision"
3,9,The Court observes that the two applicants are not personally concerned by the detention of these four persons. 
3,9,"However, since this point has not been disputed by those appearing before it, the Court sees no reason to examine it of its own motion in the present case."
3,9,"Accordingly, this Court has deemed it important that district judges guard against this easy confusion by not sitting themselves in judgment upon misconduct of counsel where the contempt charged is entangled with the judge’s personal feeling against the lawyer”."
