,cluster_id,sentences,topic
49,10,Article 6 (art. 6) does not guarantee an unlimited right to question witnesses.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
50,10," The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
51,10,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 9 and 10 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction""","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
52,10,"The Commission first recalls that the guarantees in paras. 2 and
3 (Art. 6-2, 6-3)are specific aspects of the right to a fair trial set
forth in para. 1 (Art. 6-1)","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
53,10,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  .","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
54,10,"Accordingly, the Commission will have regard to them when examining the
facts under Article 6 para. 1 (Art. 6-1).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
55,10,The Court recalls that the presumption of innocence enshrined in Article 6 § 2 of the Convention is one of the constituent elements of a fair criminal trial guaranteed by Article 6 § 1.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
56,10,"In the words of the Court’s Golder judgment, ""... Article 6 para. 1 (art. 6-1) secures to everyone the right to have any claim relating to his civil rights and obligations brought before a court or tribunal.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
57,10, It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  ,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
58,10," The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraph 11 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
59,10,"The fact that the court had stated that what had been said prima facie constituted contempt, and invited representations on the matter, could not be considered a violation of Article 6 § 2 of the Convention.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
60,10,"The Court notes that Mr Gradinger based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
61,10,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  ","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
62,10,"Article 6 (Art. 6) does not
therefore apply in their case.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
63,10,"Rather their claim was that where a report by organs of the State has branded an individual as being guilty of wrongdoing such as dishonesty after a procedure not attended by the procedural guarantees of a fair trial, Article 6 para. 1 (art. 6-1) grants the individual whose reputation is at stake the right to challenge the findings against him or her in a court of law before publication of the report. ","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
64,10," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
65,10,"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
66,10,"However, while Mr Findlay in his application to the Commission may not expressly have invoked his rights under Article 6 para. 1 of the Convention (art. 6-1) to a ""public hearing"" and a ""tribunal established by law"", he does appear to have raised in substance most of the matters which form the basis of his complaints in relation to these two provisions.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
67,10,"The Court notes that Mr Palaoro based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
68,10,"To the extent that the absence of an oral hearing is raised, the
respondent Government also rely on the Austrian reservation to Article
6 (Art. 6) of the Convention.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
69,10, Acceptance of the applicants’ argument would entail that a body carrying out preparatory investigations at the instance of regulatory or other authorities should always be subject to the guarantees of a judicial procedure set forth in Article 6 para. 1 (art. 6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
70,10,"In
the circumstances of the present case, a request under S. 91 of the
Court Organisation Act cannot be considered as an effective remedy to
ensure, regarding the proceedings as a whole, a determination of the
applicant's civil rights and obligations within a ""reasonable time""
within the meaning of Article 6 para. 1 (Art. 6-1) of the Convention.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
71,10," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
72,10,Article 6 § 3 a. of the Convention underlines the need for special attention to be paid to informing the defendant of the “accusation”.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
73,10," In the light of the foregoing considerations, the Court cannot find that, in the exercise of their responsibility of regulating the conduct of the affairs of public companies, the national authorities exceeded their margin of appreciation to limit the applicant brothers’ access to the courts under Article 6 para. 1 (art. 6-1), either as regards the state of the applicable law or as regards the effects of the application of that law to the brothers.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
74,10," The applicants contended that the Inspectors’ investigation and, above all, the publication of the Inspectors’ report gave rise to a violation of Article 6 para. 1 (art. 6-1), which, in so far as relevant, provides:","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
75,10,"Neither can there be doubt as to the right to reputation being a ""civil"" right within the autonomous meaning of that notion under Article 6 para. 1 (art. 6-1).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
76,10,The scope of this provision must be assessed in the light of the more general right to a fair hearing guaranteed by Article 6 § 1 of the Convention.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
77,10,"The right of access to the courts secured by Article 6 para. 1 (art. 6-1) is not absolute but may be subject to limitations; these are permitted by implication since the right of access ‘by its very nature calls for regulation by the State, regulation which may vary in time and in place according to the needs and resources of the community and of individuals’.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
78,10,"In so far as the complaint has been lodged by the third and the
fourth applicant, the Commission recalls that in order for Article 6
para. 1 (Art. 6-1) to apply to the proceedings in question it must
first be ascertained whether there was a dispute over a ""right"" which
can be said, at least on arguable grounds, to be recognised under
domestic law","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
79,10,The applicant next complains under Article 6 para. 1 (Art. 6-1) of the Convention of,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
80,10,"In short, it cannot be said that the Inspectors’ inquiry ""determined"" the applicants’ civil right to a good reputation, for the purposes of Article 6 para. 1 (art. 6-1), or that its result was directly decisive for that right.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
81,10,"Article 6 para. 2 (Art. 6-2) provides that anyone ""charged with a criminal offence shall be presumed innocent until proved guilty according to law"".","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
82,10,He relies on Article 6 para. 1 (Art. 6-1) of the Convention.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
83,10," the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art. 64) of the Convention","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
84,10,"Judicial review would not, it is true, have provided the applicants with ""the effective remedy"" to which they were claiming to be entitled under Article 6 para. 1 (art. 6-1), namely a remedy enabling them to argue before a court that the Inspectors’ findings of fact were simply erroneous.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
85,10,"At the hearing, the Commission’s Delegate observed that no causal link had been established between the breach of the Convention complained of by the applicant and the alleged pecuniary damage, and submitted that it was not possible to speculate as to whether the proceedings would have led to a different outcome had they fulfilled the requirements of Article 6 para. 1 (art. 6-1).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
86,10,"The Government and the Commission both considered that there had been no violation of Article 6 paras. 1 and 3 (d) (art. 6-1, art. 6-3-d).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
87,10,"With due respect to the review that the national courts have conducted of the facts of the case (paragraph 60 of the judgment) and to their findings and conclusions in the proceedings brought by Mrs Murray, it falls to our Court, pursuant to Article 19 (art. 19) of the Convention, to ensure the observance of the engagement undertaken by the States Parties under Article 1 (art. 1) to secure everyone within their jurisdiction, inter alia, the right to liberty and the right to respect for private life.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
88,10,"Since the applicant’s hearing was concerned with serious charges classified as ""criminal"" under both domestic and Convention law, he was entitled to a first-instance tribunal which fully met the requirements of Article 6 para. 1 (art. 6-1)","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
89,10,"Were a similar situation to arise in the future, it would certainly be desirable for even more attention to be paid to the requirements of Article 6 of the Convention (art. 6) when measures were taken.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
90,10,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
91,10,"The Court therefore proposes to proceed on the basis that Article 6 para. 1 (art. 6-1) is applicable to the facts of the case, the argument before the Court having been directed solely to this Article.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
92,10,"The Court recalls that Article 6 para. 1 (art. 6-1) embodies the ""right to a court"", of which the right of access, that is, the right to institute proceedings before a court in civil matters, constitutes one aspect (see, for example, the Holy Monasteries v. Greece judgment of 9 December 1994, Series A no. 301-A, pp. 36-37, para. 80).","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
93,10,"Nonetheless, the manner in which findings detrimental to a person’s reputation are arrived at in an administrative investigation, as well as the objectives pursued by the investigation, is relevant for assessing the permissibility under Article 6 para. 1 (art. 6-1) of a limitation on the person’s opportunities to go to court to enforce his or her civil right to reputation.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
94,10,"The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
95,10,"He alleges a violation of Article 6 (Art. 6) of the Convention.

      Article 6 (Art. 6) of the Convention provides, so far as relevant, as follows:

      ""1.  In the determination of his civil rights and obligations or
      of any criminal charge against him, everyone is entitled to a
      fair and public hearing within a reasonable time by an
      independent and impartial tribunal established by law...

      3.  Everyone charged with a criminal offence has the following
      minimum rights:

      (c)   to defend himself in person or through legal assistance of
      his own choosing or, if he has not sufficient means to pay for
      legal assistance, to be given it free when the interests of
      justice so require.""","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
96,10,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 6, 7 and 9 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
97,10,It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  ,"The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
98,10,"The Commission has found above that the applicants' claims under Article 6 paras. 1 (criminal) and 2, Article 8 (Art. 6-1, 6-2,

8)	of the Convention and Article 1 of Protocol No. 1 (P1-1) to the Convention are manifestly ill-founded within the meaning of Article 27 para. 2 (Art. 27-2) of the Convention.","The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights to dismiss the complaint against the President of the European Commission, Jean-Claude Juncker..."
