,cluster_id,sentences
0,2,"An applicant does not need
to exercise remedies which, although theoretically of a nature to
constitute remedies, do not in reality offer any chance of redressing
the alleged breach."
0,2,"However,
special considerations could apply in exceptional cases where an
applicant first avails himself of a domestic remedy and only at a later
stage becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective."
0,2,Such investigations as were carried out were biased and inadequate.
0,2,"The Inspectors did not adjudicate, either in form or in substance."
0,2,"Insofar as certain management restrictions were placed on Harrods Bank by the Bank of England one month after publication of the report, the Commission notes that the applicants had a right of appeal to an independent tribunal which does not appear to have been tried

(pp. 14-15 above)."
0,2,"No weight could be attached to the fact that the programme had given rise to only a few complaints,"
0,2,"The extensive publicity
 
after the report's publication was ephemeral."
0,2,"In the present case that the Commission finds that the first
applicant has not shown that complaints 1(a) to (g), (i) to (n) and (p)
were raised at least in substance before the domestic courts."
0,2,"The Commission's task is to
ascertain whether the proceedings in their entirety were fair"
0,2,What counts for the purpose of compliance with Convention obligations is the substance rather than the form.
0,2,They were not proceedings brought by one of the parties or by a complainant.
0,2,"The mere fact that, at the relevant date, the applicant had not seen his then seven-year-old son for almost seven years is not sufficient to produce this negative effect."
0,2,"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary."
0,2,They differ in certain essential respects from those in issue in the Chorherr case. 
0,2,"On an objective assessment of the facts, the applicant’s conduct had been inappropriate and of questionable benefit to his client."
0,2,"However, the applicant's various complaints raise
different issues in respect of the Commission's competence ratione
temporis."
0,2, These measures undoubtedly pursued the legitimate aim of the prevention of crime.
0,2,No evidence of any significant economic prejudice has been submitted to it.
0,2,"as it is not intended to have legally binding effects on the
interpretation."
0,2,In these circumstances the Commission concludes that the fourth applicant company cannot claim to be a victim of a violation of the Convention.
0,2,"It seriously damaged their reputation and financial standing and, thereby, harmed their economic interests in the business of HOF. "
0,2,"  The Commission notes that the proceedings instituted against the
applicant have not yet been terminated. "
0,2,"However, again, the Commission finds no evidence in the case to substantiate this complaint."
0,2,"It cannot confine itself to considering
the relevant decisions in isolation but must look at them in the light
of the case as a whole."
0,2, it anyway finds that the applicant has done all that could be expected in the circumstances.
0,2,"However contrary to the applicants' allegations of torture, it observes from the photographs and the autopsy report that there were no marks or injuries on the body of Mehmet Şah which were consistent with the allegations of torture."
0,2,"It reiterates that the
reasonableness of the length of proceedings must be assessed in the
light of the circumstances of each case and having regard to the
following criteria: the complexity of the case, the conduct of the
parties and that of the authorities dealing with the case"
0,2,He had edited the programme in such a way as to include the offensive assertions. 
0,2," The
Commission, taking into account the applicant's position in these
proceedings and the impact of their outcome on her own financial
situation,"
0,2, The Prosecutor-General’s submission on the applicant’s complaints included the following observations.
0,2," In the present case, the Commission notes that none of these complaints has been raised either formally or even in substance during the proceedings before the Court of Cassation."
0,2,"However, this is far from clear at the present stage of the proceedings,"
0,2,"In this
respect, they refer to the numerous other matters related to the
proceedings at issue, and the proceedings before the Vienna Juvenile
Court."
0,2,"This is not an obligation of result, but of means. "
0,2, It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred
0,2,"Further, they point out that applicant took up residence on her land without prior planning permission."
0,2,"It may thus be open to question whether the sexual activities of the applicants fell entirely within the notion of ""private life"" in the particular circumstances of the case."
0,2,It is therefore necessary to determine whether the declaration satisfies the requirements of that provision (art. 64).  
0,2,"He had considered, having regard to the circumstances and complexity of the case, that this could only be determined in the course of the preliminary investigations."
0,2,"The organs of the Union may adopt resolutions which are
communicated by the parliamentarians concerned to the national
parliaments and to international organisations.
"
0,2," In the present case, the applicant did not bring private
prosecution proceedings against the police officers concerned for
insult, or, assuming that the alleged acts had to be prosecuted ex
officio, lay any criminal charges against the police officers
requesting their prosecution."
0,2,"In these circumstances, the applicant could not reasonably be expected to foresee the result of the Board’s speculations."
0,2,"As regards the refusal of permission to the applicant's solicitor
to be present during his interviews with the police"
0,2,They differ in certain essential respects from those in issue in the Chorherr case.
0,2,"They submit in particular
that the applicant did not bring private prosecution proceedings
against the police officers concerned for insult within the meaning of
S. 115 of the Penal Code."
0,2," In the present case, the Commission notes that none of these complaints has been raised either formally or even in substance during the proceedings before the Court of Cassation."
0,2,"Even if there had been an interference with the applicants' private lives, it was in accordance with the law and necessary for overwhelming reasons of public interest (pp. 9 and 13 above)"
0,2,They themselves said in their report that their findings would not be dispositive of anything (see paragraph 21 above).
0,2,The Inspectors had not conducted a criminal investigation.
0,2,Publication thereby protected those operating that system in the future.
0,2,"becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective."
0,2,The applicants have further submitted that they were singled out partly because of the authorities’ bias against homosexuals
0,2," In sum, I have not been convinced that the applicant's conviction and sentence were a justifiable response to truly reprehensible use of seditious language."
0,2,that it would not be justified to strike it off the list of cases.
0,2,In my opinion this condition of reasonableness was not fulfilled.
0,2,This does not of course exclude final European supervision.
0,2,"However, the boundaries between the State’s positive and negative obligations under this provision (art. 8) do not lend themselves to precise definition."
0,2,"The case-law of the Commission establishes that where no domestic
remedy is available, the six months period runs from the act complained
of"
0,2,Not everything that happens behind closed doors is necessarily acceptable.
0,2,"Furthermore, an examination of the
case does not disclose the existence of any special circumstances which
might have interrupted or suspended the running of that period."
0,2, It would appear to have been administered with the aim of obtaining admissions or information from the applicant.
0,2,The Commission finds that no elements of arbitrariness are disclosed in the present case.
0,2," It follows that the applicant did not have access to a ""tribunal"". "
0,2, In reaching this conclusion I would stress the following aspects:
0,2,They have contended that the report could not be used as evidence in those proceedings.
0,2,This view was reached by both the Board of Film Classification and the Video Appeals Committee following a careful consideration of the arguments in defence of his work presented by the applicant in the course of two sets of proceedings.
0,2,"In these circumstances, the Commission did not find it necessary to examine whether the detention was ""lawful"" under domestic law."
0,2,Not every aspect of private life automatically qualifies for protection under the Convention.
0,2,"The applicant considers that her ill-treatment amounted to bodily
assault which had to be prosecuted ex officio and"
0,2,"In these circumstances, bearing in mind the degree of organisation involved in the offences, the measures taken against the applicants cannot be regarded as disproportionate."
0,2,The laws to which the applicant made reference (see paragraph 54 above) and which pursue related but distinct aims are thus not relevant in this context.
0,2,"While exceptions to this principle had developed, these were strictly limited to circumstances where, for example, there had been a court order or formal separation agreement."
0,2,The scope of this margin of appreciation is not identical in each case but will vary according to the context.
0,2,No single judge had any interest in them.
0,2,"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings. "
0,2,The Inspectors had not made any findings of criminal conduct by the applicants. 
0,2,"The Order merely allows the trier of fact
to draw such inferences as common sense dictates."
0,2,Restrictions were put on their management of Harrods Bank.
0,2,"The complaint made before the Commission must also have been raised, at least in substance, during the proceedings in question."
0,2,"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim "
0,2,"that she filed numerous
submissions"
0,2," The applicant submitted that any purported remedy is illusory, inadequate and ineffective."
0,2,This is moreover reflected in the terminology employed.
0,2,"since  the law permitting such orders is not formulated with sufficient
precision to enable the individual to foresee with reasonable certainty
when it will be applied."
0,2,"If the
object of a complaint is not a decision, but an ongoing situation, the
six months' period starts at the time when the situation ceases to
exist (see, e.g., No. 11123/84, Dec. 9.12.87, D.R. 54 p. 52)."
0,2, It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.
0,2, My main objection to this paragraph is the following.
0,2,The proceedings were not adversarial in the sense that one person was opposed to another; they concerned the integrity of the judicial system.
0,2,This did not necessarily make these laws inaccessible or unforeseeable.
0,2,"In the light of the
above criteria and having regard to the particular circumstances of the
case the Commission cannot find that this length exceeded a ""reasonable
time""."
0,2, The Commission notes the applicant's declaration that he had told the public prosecutor that he had been tortured. 
0,2,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
0,2,"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation."
0,2, It further appears from the autopsy report that Mehmet Şah was shot from behind by a bullet which entered from the upper part of his shoulder and exited from below his chest.
0,2,"Nonetheless, Contracting Parties do not enjoy an unlimited discretion."
0,2,They differ in certain essential respects from those in issue in the Chorherr case.
0,2,The present doctrine notably implies that the distinction between the two types of obligation has no bearing on either the burden of proof or the standards for assessing whether a fair balance has been struck.
0,2," Nevertheless, both impugned decisions were based on the same conduct."
0,2,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
0,2,"Doctors must be free to give
honest accounts of what they have found in their investigations."
0,2,"The Commission finds no appearance
of such a violation."
0,2," It follows that the applicant did not have access to a ""tribunal""."
0,2,The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance. 
0,2,"Further, they emphasised that there was no dispute over the underlying facts as to what had happened."
0,2, It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.
0,2,"The Commission finds that they have insufficient
means to pay for legal representation themselves."
0,2,It was not wholly negative about the applicants but gave them credit for their management of HOF (p. 7 above).
0,2,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.
0,2,"They point to the fact that the soldiers were apparently
made to believe (wrongly)"
0,2,"In the present case, the applicants were involved in consensual sado-masochistic activities for purposes of sexual gratification."
0,2,The restrictions placed on Harrods Bank were made by the Bank of England and were not caused by the publication of the report.
0,2,"These factors, the applicant submits, also contributed to the
overall unfairness of the proceedings against him."
0,2,It follows that the application cannot be dismissed as manifestly ill-founded.
0,2,At the very least the honesty and bona fides of a suspicion constitute one indispensable element of its reasonableness.
0,2,"In fact, there was no prohibition, only a limitation of the applicant's
contacts with his lawyers."
0,2," even if an investigation is made, the lack of effective action being taken afterwards;"
0,2,"They do not give rise to a ""reasonable"" suspicion such as to justify the serious measures taken against the applicants unless they are connected with other facts in direct relation to the offence."
0,2,by not having pursued the libel proceedings commenced against The Observer newspaper.
0,2,The assessment of this minimum is relative:
0,2,In the circumstances the Commission finds that no appearance of a violation of Article 1 of Protocol No. 1 (P1-1) has been disclosed in the present case.
0,2,"Consequently, the Commission finds that the remedy cannot realistically
have been available to the applicants in this case."
0,2," In the above circumstances the Commission finds that it has not
been shown that domestic remedies have been exhausted."
0,2,It thus cannot be said that the handicaps under which the defence laboured were counterbalanced by the above procedures.
0,2," the positive discouragement of those who do wish to seek remedies, as has been demonstrated so tragically in the present case;"
0,2,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
0,2,"The applicable principles are, nonetheless, similar."
0,2,"In the
present case the Commission notes, in particular, the expert evidence
submitted by the second applicant's present therapist, recommending
that the therapy should continue."
0,2,This is so whether the activities in question occur in the course of sexual conduct or otherwise.
0,2,According to this incident report an intense clash had taken place which lasted for twenty minutes.
0,2,"The Commission finds that the applicant, who was convicted for
speeding twice in the course of one journey, but over separate
stretches of road, was convicted not of one but of two separate
offences."
0,2,"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim "
0,2,"The Commission considers, in the light of the criteria
established by the case-law of the Convention institutions on the
question of ""reasonable time"""
0,2,Moreover the report was well-balanced and did not go further than was necessary for the Inspectors' legitimate purpose.
0,2,"It follows that the applicant did not have access to a ""tribunal""."
0,2,"Nevertheless, the issue was already then of general importance, as is illustrated for instance by the fact that the UN Convention dates from 1965."
0,2,The Commission notes the declaration by the applicant's representatives that the applicant's father wishes to pursue proceedings before the Commission.
0,2,Their own perception and evaluation of the facts and their own judgment are engaged in this process.
0,2,"However, this is not the
correct formulation of the grounds in respect of which charges were
brought against the applicant and other persons."
0,2, The concept of private life cannot be stretched indefinitely.
0,2," Having regard to all these considerations,"
0,2,and of not having received a written copy of the first instance judgment in time for the preparation of his appeal.
0,2,"Moreover, the applicant's case was an isolated one which raised no question of general interest. "
0,2,Otherwise the person in contempt would in effect have achieved his purpose.
0,2, My main objection to this paragraph is the following.
0,2,"In the course of these proceedings, the
allegations of the applicant's husband were carefully examined at two
court levels.
"
0,2,Further elements of general interest are cited above at pp. 9 and 13.
0,2,"the complexity of the case,"
0,2,"while acknowledging that the Gül family’s situation is very difficult from the human point of view, "
0,2,"because at no time at first instance, on appeal or in cassation did the applicant raise the issues under the Convention, even in substance."
0,2,"If the applicant had produced a good explanation for what he had said, he would not have been found in contempt."
0,2,However it does not appear from the file whether the public prosecutor compared the facts as stated in the incident report with the photographs of the hut taken after the incident.
0,2,They differ in certain essential respects from those in issue in the Chorherr case.
0,2,"It flows from the very essence
of this right that it must be open to individuals to complain of
alleged infringements of it in the proceedings before the Commission."
0,2,"thereby caused difficulties to survey the file and to
decide upon all of her requests in due time."
0,2,What form of investigation will achieve those purposes may vary in different circumstances.
0,2,There is no reason to doubt that the ensuing interviews fulfilled that aim.
0,2,"Furthermore, according to the ballistic report 251 bullet cases had been recovered from the place of the incident."
0,2,"In these circumstances, the applicant claimed that he should not be required to pursue domestic remedies before making a complaint to Strasbourg."
0,2,"  For this condition to be fulfilled, it is not sufficient for the applicant merely to have presented his case to the various courts competent to deal with it."
0,2,Investigations into large scale commercial activities of the present kind and the need to ensure honest dealings fall within the notion of protecting the economic well-being of the country.
1,7,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1,7,Reservations of a general character shall not be permitted under this Article (art. 64).  
1,7,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:"
1,7,The Government consider that the absence of an oral public and direct hearing is covered by the Austrian reservation to Article 6 (Art. 6) of the Convention.
1,7, He agrees that the scope of review by the Constitutional Court and Administrative Court does not comply with Article 6 (Art. 6) of the Convention.
1,7,"Accordingly, there is no appearance of a violation of Article 6
para. 1 (Art. 6-1)."
1,7,"Although there is authority for the proposition that, if a violation of the principle of impartiality is found, it is not necessary to examine other complaints under Article 6 of the Convention"
1,7,In the latter kind of case Article 6 para. 1 (art. 6-1) may have a degree of applicability.
1,7,"Whilst it is true that
an action in defamation against these public officials would probably
have been successfully defended on the ground of privilege, this merely
reflects the limited content of the right to reputation under domestic
law, rather than the right of access to court for determining the
applicants' civil rights under Article 6 para. 1 (Art. 6-1) of the
Convention."
1,7," With regard to the declaration made by Austria when
ratifying Protocol No. 7, the Government submit first that the
declaration is not required to comply with Article 64 (Art. 64) of the
Convention"
1,7,"In this way the Article (art. 6-1) embodies the ‘right to a court’, of which the right of access, that is the right to institute proceedings before courts in civil matters, constitutes one aspect only"" (loc. cit., p. 18, para. 36)."
1,7,"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  "
1,7,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  "
1,7,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 10, 11 and 12 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1,7,"The applicants’ argument would amount to reading into Article 6 para. 1 (art. 6-1) an entitlement to have a report such as the one in the present case not published until after a full judicial hearing repeating, doubtless over a longer time-scale, the same fact-finding exercise as that already carried out by the Inspectors."
1,7,"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,7,"In these circumstances the Commission concludes that the applicants' rights under Article 6 paras.

1 and 2 (Art. 6-1, 6-2) of the Convention in respect of the earlier risk of criminal prosecution were not infringed."
1,7,"They maintained that, unlike procedural barriers to access to court, such an exercise by the State of the power to fix the content of a particular civil right did not bring into play Article 6 para. 1 (art. 6-1), although it might on occasions raise an issue in relation to one or other of the substantive rights protected by the Convention (such as the right to respect for private life under Article 8) (art. 8)."
1,7,"Consideration of the various issues involved ultimately led me to the conclusion that Article 6 paras. 1 and 3 (d) (art. 6-1, art. 6-3-d) have not been violated in the present case."
1,7,Article 6 (art. 6) does not guarantee an unlimited right to question witnesses.
1,7," The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1,7,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 9 and 10 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"""
1,7,"The Commission first recalls that the guarantees in paras. 2 and
3 (Art. 6-2, 6-3)are specific aspects of the right to a fair trial set
forth in para. 1 (Art. 6-1)"
1,7,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1,7,"Accordingly, the Commission will have regard to them when examining the
facts under Article 6 para. 1 (Art. 6-1)."
1,7,Reservations of a general character shall not be permitted under this Article (art. 64).  
1,7,The Court recalls that the presumption of innocence enshrined in Article 6 § 2 of the Convention is one of the constituent elements of a fair criminal trial guaranteed by Article 6 § 1.
1,7,"In the words of the Court’s Golder judgment, ""... Article 6 para. 1 (art. 6-1) secures to everyone the right to have any claim relating to his civil rights and obligations brought before a court or tribunal."
1,7,Reservations of a general character shall not be permitted under this Article (art. 64).  
1,7, It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  
1,7," The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraph 11 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1,7,Reservations of a general character shall not be permitted under this Article (art. 64).  
1,7,"The fact that the court had stated that what had been said prima facie constituted contempt, and invited representations on the matter, could not be considered a violation of Article 6 § 2 of the Convention."
1,7,"The Court notes that Mr Gradinger based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,7,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  "
1,7,"Article 6 (Art. 6) does not
therefore apply in their case."
1,7,"Rather their claim was that where a report by organs of the State has branded an individual as being guilty of wrongdoing such as dishonesty after a procedure not attended by the procedural guarantees of a fair trial, Article 6 para. 1 (art. 6-1) grants the individual whose reputation is at stake the right to challenge the findings against him or her in a court of law before publication of the report. "
1,7," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,7,"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded"
1,7,"However, while Mr Findlay in his application to the Commission may not expressly have invoked his rights under Article 6 para. 1 of the Convention (art. 6-1) to a ""public hearing"" and a ""tribunal established by law"", he does appear to have raised in substance most of the matters which form the basis of his complaints in relation to these two provisions."
1,7,"The Court notes that Mr Palaoro based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1,7,"To the extent that the absence of an oral hearing is raised, the
respondent Government also rely on the Austrian reservation to Article
6 (Art. 6) of the Convention."
1,7, Acceptance of the applicants’ argument would entail that a body carrying out preparatory investigations at the instance of regulatory or other authorities should always be subject to the guarantees of a judicial procedure set forth in Article 6 para. 1 (art. 6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.
1,7,"In
the circumstances of the present case, a request under S. 91 of the
Court Organisation Act cannot be considered as an effective remedy to
ensure, regarding the proceedings as a whole, a determination of the
applicant's civil rights and obligations within a ""reasonable time""
within the meaning of Article 6 para. 1 (Art. 6-1) of the Convention."
1,7," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1,7,Article 6 § 3 a. of the Convention underlines the need for special attention to be paid to informing the defendant of the “accusation”.
1,7," In the light of the foregoing considerations, the Court cannot find that, in the exercise of their responsibility of regulating the conduct of the affairs of public companies, the national authorities exceeded their margin of appreciation to limit the applicant brothers’ access to the courts under Article 6 para. 1 (art. 6-1), either as regards the state of the applicable law or as regards the effects of the application of that law to the brothers."
1,7," The applicants contended that the Inspectors’ investigation and, above all, the publication of the Inspectors’ report gave rise to a violation of Article 6 para. 1 (art. 6-1), which, in so far as relevant, provides:"
1,7,"Neither can there be doubt as to the right to reputation being a ""civil"" right within the autonomous meaning of that notion under Article 6 para. 1 (art. 6-1)."
1,7,The scope of this provision must be assessed in the light of the more general right to a fair hearing guaranteed by Article 6 § 1 of the Convention.
1,7,"The right of access to the courts secured by Article 6 para. 1 (art. 6-1) is not absolute but may be subject to limitations; these are permitted by implication since the right of access ‘by its very nature calls for regulation by the State, regulation which may vary in time and in place according to the needs and resources of the community and of individuals’."
1,7,"In so far as the complaint has been lodged by the third and the
fourth applicant, the Commission recalls that in order for Article 6
para. 1 (Art. 6-1) to apply to the proceedings in question it must
first be ascertained whether there was a dispute over a ""right"" which
can be said, at least on arguable grounds, to be recognised under
domestic law"
1,7,The applicant next complains under Article 6 para. 1 (Art. 6-1) of the Convention of
1,7,"In short, it cannot be said that the Inspectors’ inquiry ""determined"" the applicants’ civil right to a good reputation, for the purposes of Article 6 para. 1 (art. 6-1), or that its result was directly decisive for that right."
1,7," Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  "
1,7,"Article 6 para. 2 (Art. 6-2) provides that anyone ""charged with a criminal offence shall be presumed innocent until proved guilty according to law""."
1,7,He relies on Article 6 para. 1 (Art. 6-1) of the Convention.
1,7," the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art. 64) of the Convention"
1,7,"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  "
1,7,"Judicial review would not, it is true, have provided the applicants with ""the effective remedy"" to which they were claiming to be entitled under Article 6 para. 1 (art. 6-1), namely a remedy enabling them to argue before a court that the Inspectors’ findings of fact were simply erroneous."
1,7,"At the hearing, the Commission’s Delegate observed that no causal link had been established between the breach of the Convention complained of by the applicant and the alleged pecuniary damage, and submitted that it was not possible to speculate as to whether the proceedings would have led to a different outcome had they fulfilled the requirements of Article 6 para. 1 (art. 6-1)."
1,7,"The Government and the Commission both considered that there had been no violation of Article 6 paras. 1 and 3 (d) (art. 6-1, art. 6-3-d)."
1,7,"With due respect to the review that the national courts have conducted of the facts of the case (paragraph 60 of the judgment) and to their findings and conclusions in the proceedings brought by Mrs Murray, it falls to our Court, pursuant to Article 19 (art. 19) of the Convention, to ensure the observance of the engagement undertaken by the States Parties under Article 1 (art. 1) to secure everyone within their jurisdiction, inter alia, the right to liberty and the right to respect for private life."
1,7,"Since the applicant’s hearing was concerned with serious charges classified as ""criminal"" under both domestic and Convention law, he was entitled to a first-instance tribunal which fully met the requirements of Article 6 para. 1 (art. 6-1)"
1,7,"Were a similar situation to arise in the future, it would certainly be desirable for even more attention to be paid to the requirements of Article 6 of the Convention (art. 6) when measures were taken."
1,7,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1,7,"The Court therefore proposes to proceed on the basis that Article 6 para. 1 (art. 6-1) is applicable to the facts of the case, the argument before the Court having been directed solely to this Article."
1,7,"The Court recalls that Article 6 para. 1 (art. 6-1) embodies the ""right to a court"", of which the right of access, that is, the right to institute proceedings before a court in civil matters, constitutes one aspect (see, for example, the Holy Monasteries v. Greece judgment of 9 December 1994, Series A no. 301-A, pp. 36-37, para. 80)."
1,7,"Nonetheless, the manner in which findings detrimental to a person’s reputation are arrived at in an administrative investigation, as well as the objectives pursued by the investigation, is relevant for assessing the permissibility under Article 6 para. 1 (art. 6-1) of a limitation on the person’s opportunities to go to court to enforce his or her civil right to reputation."
1,7,"The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
